ID	HPO_Terms	Diagnostic_Genes
Combined oxidative phosphorylation defect type 27	HP:0000365; HP:0000529; HP:0001249; HP:0001263; HP:0002123; HP:0002133; HP:0002151; HP:0002273; HP:0002376; HP:0002500; HP:0002506; HP:0003200; HP:0008347; HP:0011923; HP:0011924; HP:0031165; HP:0200134; HP:0000729; HP:0001344; HP:0001790; HP:0002015; HP:0002079; HP:0004305; HP:0007351; HP:0010853; HP:0012531; HP:0025517; HP:0040288; HP:0100275	CARS2
Kagami-Ogata syndrome	HP:0000293; HP:0008897; HP:0004887; HP:0000465; HP:0000463; HP:0005257; HP:0002015; HP:0001548; HP:0006267; HP:0002019; HP:0002007; HP:0001539; HP:0006665; HP:0025336; HP:0000205; HP:0001250; HP:0000470; HP:0000347; HP:0008551; HP:0002421; HP:0000023; HP:0000289; HP:0002884; HP:0005280; HP:0000581; HP:0002673; HP:0011968; HP:0011335; HP:0001626; HP:0001540; HP:0001249; HP:0001263; HP:0002751; HP:0001376; HP:0001591; HP:0001601	NONE
Mitochondrial DNA-associated Leigh syndrome	HP:0002104; HP:0002240; HP:0002376; HP:0002483; HP:0002883; HP:0003348; HP:0003481; HP:0003737; HP:0004885; HP:0007108; HP:0012469; HP:0031434; HP:0031546; HP:0100611; HP:0003200; HP:0003572; HP:0000816; HP:0002490; HP:0000580; HP:0000597; HP:0001250; HP:0001251; HP:0001257; HP:0001276; HP:0001324; HP:0001332; HP:0001508; HP:0002066; HP:0002069; HP:0002072; HP:0002123; HP:0002151; HP:0002572; HP:0003648; HP:0007141; HP:0007183; HP:0008947; HP:0011344; HP:0100660; HP:0000091; HP:0000407; HP:0000510; HP:0000639; HP:0000648; HP:0001265; HP:0001347; HP:0001399; HP:0001639; HP:0001644; HP:0001945; HP:0002015; HP:0002045; HP:0002094	MT-ATP6; MT-ND1; MT-ND2; MT-ND3; MT-ND4; MT-ND5; MT-ND6; MT-TL1; MT-TK; MT-TW; MT-TV
Cholesteryl ester storage disease	HP:0000952; HP:0000989; HP:0001394; HP:0001399; HP:0001744; HP:0002014; HP:0002017; HP:0002040; HP:0002155; HP:0002240; HP:0002634; HP:0003124; HP:0010512	LIPA
Primary angiitis of the central nervous system	HP:0005318; HP:0001269; HP:0001297; HP:0002017; HP:0002315; HP:0002326; HP:0002381; HP:0003470; HP:0007052; HP:0007236; HP:0012229; HP:0025456; HP:0100543; HP:0000622; HP:0000651; HP:0001250; HP:0001251; HP:0001260; HP:0001945; HP:0002170; HP:0002273; HP:0002385; HP:0007663; HP:0010534; HP:0030588; HP:0000538; HP:0001300; HP:0002321; HP:0025142; HP:0100576	NONE
ALG3-CDG	HP:0012379; HP:0001252; HP:0001263; HP:0002060; HP:0002719; HP:0011024; HP:0011968; HP:0000119; HP:0000252; HP:0000365; HP:0000366; HP:0000377; HP:0000478; HP:0000818; HP:0000938; HP:0001250; HP:0001410; HP:0002086; HP:0002813; HP:0030680; HP:0040064; HP:0001276; HP:0001285; HP:0001332; HP:0001871; HP:0003186; HP:0012444; HP:0045005; HP:0000158; HP:0000172; HP:0000218; HP:0000518; HP:0000639; HP:0001010; HP:0001305; HP:0001638; HP:0002079; HP:0002089; HP:0002804; HP:0005871; HP:0009125; HP:0012110; HP:0012157; HP:0012305; HP:0012762	ALG3
Microcephaly-thin corpus callosum-intellectual disability syndrome	HP:0001249; HP:0001257; HP:0001263; HP:0001344; HP:0001347; HP:0002079; HP:0002465; HP:0003487; HP:0005484; HP:0007256; HP:0012448; HP:0000238; HP:0000577; HP:0000666; HP:0001647; HP:0001760; HP:0002059; HP:0007703	TAF2
Kagami-Ogata syndrome due to paternal uniparental disomy of chromosome 14	HP:0000286; HP:0010655; HP:0003186; HP:0001181; HP:0012303; HP:0000463; HP:0005054; HP:0002240; HP:0001339; HP:0010301; HP:0001999; HP:0002007; HP:0006665; HP:0000160; HP:0000028; HP:0002645; HP:0011471; HP:0009832; HP:0001371; HP:0000303; HP:0002307; HP:0000260; HP:0001540; HP:0001263; HP:0001601; HP:0000973; HP:0008897; HP:0005257; HP:0000774; HP:0001548; HP:0009826; HP:0009824; HP:0001250; HP:0000470; HP:0000347; HP:0008551; HP:0011343; HP:0002557; HP:0012385; HP:0009600; HP:0002884; HP:0000581; HP:0007685; HP:0040024; HP:0001792; HP:0000431; HP:0002002; HP:0002091; HP:0001220; HP:0010561; HP:0000252; HP:0000946; HP:0001615; HP:0004322; HP:0001631; HP:0004415; HP:0000773; HP:0011344; HP:0003241; HP:0011823; HP:0004299; HP:0002650; HP:0000884; HP:0006267; HP:0001639; HP:0100864; HP:0000882; HP:0002878; HP:0000358; HP:0012745; HP:0002089; HP:0000767; HP:0000322; HP:0001510; HP:0001433; HP:0000924; HP:0000278; HP:0001357; HP:0000919; HP:0001252; HP:0010034; HP:0012471; HP:0002982; HP:0000890; HP:0003049; HP:0000343; HP:0000954; HP:0000158; HP:0002092; HP:0002866; HP:0012284; HP:0005268; HP:0002937; HP:0012428; HP:0001539; HP:0011824; HP:0006610; HP:0001538; HP:0010804; HP:0000490; HP:0000327; HP:0006591; HP:0002694; HP:0000445; HP:0005280; HP:0001840; HP:0002673; HP:0009836; HP:0011968; HP:0002057; HP:0011335; HP:0001629; HP:0002751; HP:0005736; HP:0005989; HP:0000907	MEG3; DLK1; RTL1
Familial hyperaldosteronism type III	HP:0000822; HP:0040084; HP:0002900; HP:0008221; HP:0011740; HP:0000360; HP:0000421; HP:0001324; HP:0001657; HP:0001712; HP:0001959; HP:0002018; HP:0002150; HP:0002170; HP:0002315; HP:0200114	KCNJ5
7q11.23 microduplication syndrome	HP:0000750; HP:0000218; HP:0000219; HP:0000248; HP:0000256; HP:0000268; HP:0000278; HP:0000322; HP:0000337; HP:0000347; HP:0000363; HP:0000368; HP:0000455; HP:0000490; HP:0000527; HP:0000689; HP:0000699; HP:0000739; HP:0000752; HP:0000776; HP:0000954; HP:0001256; HP:0001270; HP:0001290; HP:0001310; HP:0001321; HP:0001363; HP:0001724; HP:0001999; HP:0002011; HP:0002119; HP:0002317; HP:0002342; HP:0009879; HP:0009929; HP:0012450; HP:0000023; HP:0000028; HP:0000200; HP:0000233; HP:0000316; HP:0000348; HP:0000389; HP:0000396; HP:0000565; HP:0000718; HP:0000733; HP:0000735; HP:0000753; HP:0000965; HP:0001250; HP:0001382; HP:0001510; HP:0001513; HP:0001643; HP:0002300; HP:0002307; HP:0002360; HP:0002591; HP:0004322; HP:0004768; HP:0009748; HP:0010794; HP:0010864; HP:0011228; HP:0011333; HP:0000047; HP:0000122; HP:0000126; HP:0000238; HP:0000311; HP:0000365; HP:0000470; HP:0000483; HP:0000486; HP:0000577; HP:0000767; HP:0000805; HP:0000957; HP:0000960; HP:0001629; HP:0001631; HP:0001650; HP:0001763; HP:0002779; HP:0002937; HP:0002967; HP:0007772; HP:0008655; HP:0008684; HP:0012795; HP:0030212; HP:0045025; HP:0100716; HP:0100807	NONE
Paraplegia-intellectual disability-hyperkeratosis syndrome	HP:0000340; HP:0000347; HP:0000348; HP:0000483; HP:0000508; HP:0000639; HP:0000982; HP:0001156; HP:0001166; HP:0001231; HP:0001249; HP:0001257; HP:0001258; HP:0001347; HP:0001348; HP:0002061; HP:0002209; HP:0003189; HP:0005692; HP:0010579; HP:0010620	NONE
Aphalangy-syndactyly-microcephaly syndrome	HP:0000252; HP:0001804; HP:0004322; HP:0009882; HP:0010185; HP:0001770; HP:0001798; HP:0001800; HP:0001802; HP:0001830; HP:0001839; HP:0005916; HP:0009773; HP:0100490	NONE
Distal deletion 3p	HP:0000175; HP:0100543; HP:0004322; HP:0000286; HP:0000218; HP:0000343; HP:0007670; HP:0000463; HP:0000365; HP:0000233; HP:0002714; HP:0006695; HP:0001250; HP:0000470; HP:0001257; HP:0000347; HP:0000248; HP:0000023; HP:0000325; HP:0000028; HP:0000581; HP:0000960; HP:0001162; HP:0000316; HP:0001537; HP:0000506; HP:0000252; HP:0001252; HP:0004209; HP:0000508; HP:0002119; HP:0004467; HP:0000368	NONE
Spinocerebellar ataxia-dysmorphism syndrome	HP:0000256; HP:0000268; HP:0000286; HP:0000337; HP:0000368; HP:0000463; HP:0000508; HP:0000520; HP:0000639; HP:0000648; HP:0000974; HP:0001252; HP:0001263; HP:0002208; HP:0002714; HP:0002816; HP:0002967; HP:0003100; HP:0003196; HP:0003298; HP:0003457; HP:0004322; HP:0004349; HP:0005692; HP:0007360; HP:0012471	NONE
Progressive osseous heteroplasia	HP:0000828; HP:0001034; HP:0001156; HP:0001376; HP:0001482; HP:0002653; HP:0002758; HP:0010766; HP:0011987; HP:0012733; HP:0100242; HP:0200034	GNAS
Pyridoxine-dependent epilepsy	HP:0012768; HP:0020217; HP:0007359; HP:0011152; HP:0025116; HP:0002521; HP:0000737; HP:0011198; HP:0012704; HP:0010841; HP:0011166; HP:0012758; HP:0001557; HP:0002188; HP:0001250; HP:0010845; HP:0002079; HP:0010819; HP:0011097; HP:0001943; HP:0012444; HP:0011968; HP:0000496; HP:0011199; HP:0003128; HP:0000711; HP:0000273; HP:0010851; HP:0001249; HP:0002280; HP:0002133; HP:0030917; HP:0012420; HP:0002119	ALDH7A1; PLPBP
Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	HP:0001396; HP:0001397; HP:0001403; HP:0002155; HP:0003124; HP:0003141; HP:0006573; HP:0011980; HP:0012115; HP:0001513; HP:0001677; HP:0004943; HP:0008372; HP:0012397; HP:0100514	CYP7A1
Fetal alcohol syndrome	HP:0100543; HP:0000175; HP:0002230; HP:0004322; HP:0000286; HP:0001631; HP:0007477; HP:0000219; HP:0001328; HP:0003196; HP:0004422; HP:0000568; HP:0000463; HP:0000486; HP:0001387; HP:0100761; HP:0000347; HP:0000776; HP:0003422; HP:0000319; HP:0000275; HP:0100335; HP:0000691; HP:0000506; HP:0000708; HP:0001249; HP:0010978; HP:0001263; HP:0000508; HP:0000252; HP:0000368	NONE
Autosomal recessive Emery-Dreifuss muscular dystrophy	HP:0003306; HP:0003418; HP:0003458; HP:0003691; HP:0003805; HP:0004631; HP:0005115; HP:0005155; HP:0008948; HP:0008956; HP:0008994; HP:0008997; HP:0011807; HP:0030051; HP:0030117; HP:0001252; HP:0001513; HP:0002650; HP:0002808; HP:0003307; HP:0008064; HP:0009125; HP:0000767; HP:0001387; HP:0002486; HP:0002600; HP:0003198; HP:0003236; HP:0006785; HP:0000912; HP:0001288; HP:0001644; HP:0001645; HP:0001678; HP:0001771; HP:0002155; HP:0002515; HP:0002987; HP:0003141	LMNA
Galactosialidosis	HP:0000280; HP:0000365; HP:0000925; HP:0001249; HP:0001250; HP:0002652; HP:0003468; HP:0007957; HP:0010729	CTSA
Dyschromatosis symmetrica hereditaria	HP:0001304; HP:0007988; HP:0011509; HP:0012733	ADAR
Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome	HP:0000508; HP:0000657; HP:0001251; HP:0001256; HP:0001257; HP:0001272; HP:0001310; HP:0001321; HP:0001332; HP:0001336; HP:0002015; HP:0002069; HP:0002075; HP:0002123; HP:0002313; HP:0002353; HP:0002460; HP:0002464; HP:0003477; HP:0003693; HP:0007108; HP:0007141; HP:0007340; HP:0008316	AFG3L2
Paternal 20q13.2q13.3 microdeletion syndrome	HP:0100578; HP:0010781; HP:0001256; HP:0000233; HP:0000414; HP:0002098; HP:0000490; HP:0000347; HP:0011343; HP:0100840; HP:0000322; HP:0008070; HP:0011968; HP:0000316; HP:0000431; HP:0000963; HP:0000400; HP:0001508; HP:0001010; HP:0001252; HP:0000252; HP:0000348	NONE
Primary triglyceride deposit cardiomyovasculopathy	HP:0001922; HP:0003756; HP:0009058; HP:0012379; HP:0031331; HP:0000819; HP:0001430; HP:0001435; HP:0001638; HP:0001677; HP:0001681; HP:0001962; HP:0002094; HP:0002240; HP:0003077; HP:0003236; HP:0005145; HP:0009805; HP:0011675; HP:0032141; HP:0000407; HP:0001249; HP:0001733; HP:0003805; HP:0011123; HP:0031684; HP:0000478; HP:0001744	PNPLA2
Distal duplication 15q	HP:0001276; HP:0000218; HP:0002023; HP:0000343; HP:0005988; HP:0000324; HP:0002714; HP:0001387; HP:0001539; HP:0000098; HP:0001250; HP:0000470; HP:0100490; HP:0000347; HP:0000028; HP:0030680; HP:0000767; HP:0000055; HP:0000340; HP:0000581; HP:0001166; HP:0000383; HP:0001249; HP:0001252; HP:0000508; HP:0000252; HP:0000494; HP:0000426	NONE
Cataract-intellectual disability-anal atresia-urinary defects syndrome	HP:0000028; HP:0000047; HP:0000174; HP:0000486; HP:0000518; HP:0000639; HP:0001249; HP:0001636; HP:0002023; HP:0002857; HP:0008063; HP:0008736	NONE
Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	HP:0002460; HP:0002515; HP:0003236; HP:0003307; HP:0003458; HP:0003557; HP:0003701; HP:0003805; HP:0012083; HP:0000925; HP:0002145; HP:0002797; HP:0003155; HP:0004322; HP:0012444; HP:0030838; HP:0000518; HP:0001249; HP:0001293; HP:0001397; HP:0001635; HP:0001638; HP:0002300; HP:0002380; HP:0002381; HP:0002442; HP:0002450; HP:0002463; HP:0002493; HP:0002659; HP:0002683; HP:0002839; HP:0003390; HP:0003444; HP:0003445; HP:0003700; HP:0004347; HP:0004490; HP:0007002; HP:0007354; HP:0011314; HP:0012548; HP:0002756	VCP; HNRNPA2B1; HNRNPA1
Oral submucous fibrosis	HP:0000160; HP:0000163; HP:0000211; HP:0000600; HP:0001371; HP:0012182; HP:0100825	NONE
"X-linked neurodegenerative syndrome, Bertini type"	HP:0000608; HP:0001249; HP:0001251; HP:0001263; HP:0001274; HP:0001290; HP:0001522; HP:0002123; HP:0006538; HP:0200134	NONE
Phakomatosis pigmentovascularis	HP:0000324; HP:0000501; HP:0000592; HP:0001052; HP:0001053; HP:0001250; HP:0002120; HP:0002353; HP:0002514; HP:0003401; HP:0004349; HP:0007440; HP:0100026; HP:0100543	NONE
Polyembryoma	HP:0010785; HP:0030061; HP:0030338; HP:0002027; HP:0002585; HP:0005107; HP:0006254; HP:0012288; HP:0031500; HP:0040231; HP:0045026; HP:0000053; HP:0000818; HP:0000858; HP:0001945; HP:0003144; HP:0003270; HP:0008236; HP:0030088	NONE
Microlissencephaly-micromelia syndrome	HP:0000280; HP:0001276; HP:0003196; HP:0000343; HP:0001181; HP:0000829; HP:0000878; HP:0001339; HP:0100530; HP:0001321; HP:0002098; HP:0002353; HP:0100540; HP:0001250; HP:0000470; HP:0007598; HP:0010945; HP:0002983; HP:0001284; HP:0005484; HP:0001508; HP:0001252; HP:0001263; HP:0004554	NONE
Spastic paraparesis-deafness syndrome	HP:0000135; HP:0000407; HP:0000505; HP:0000518; HP:0000639; HP:0001251; HP:0001288; HP:0001347; HP:0002313; HP:0004322; HP:0004374; HP:0007328; HP:0100022	NONE
ISPD-related limb-girdle muscular dystrophy R20	HP:0003325; HP:0030046; HP:0000158; HP:0001626; HP:0002792; HP:0003202; HP:0003707; HP:0008994; HP:0008997; HP:0030234; HP:0002505; HP:0003326; HP:0003691; HP:0008305; HP:0000478; HP:0011446	CRPPA
ATTRV122I amyloidosis	HP:0001692; HP:0003115; HP:0030843; HP:0031185; HP:0410174; HP:0001639; HP:0001640; HP:0001723; HP:0005150; HP:0011675; HP:0012664; HP:0001297; HP:0001635; HP:0001681; HP:0001712; HP:0001903; HP:0001907; HP:0003416; HP:0012185; HP:0012332; HP:0025028; HP:0100550; HP:0001271; HP:0001650; HP:0009830	TTR
Crigler-Najjar syndrome	HP:0000365; HP:0000597; HP:0000952; HP:0001250; HP:0001252; HP:0001254; HP:0001392; HP:0002321; HP:0002354; HP:0002383; HP:0100543	NONE
Cyanide-induced parkinsonism-dystonia	HP:0000298; HP:0000741; HP:0001260; HP:0001300; HP:0002063; HP:0002067; HP:0002120; HP:0002167; HP:0002172; HP:0002322; HP:0002362; HP:0002425; HP:0002527; HP:0002987; HP:0004673; HP:0007034; HP:0007311; HP:0007975; HP:0011121; HP:0012157	NONE
Blepharophimosis-ptosis-epicanthus inversus syndrome plus	HP:0000506; HP:0000508; HP:0000537; HP:0000581; HP:0000322; HP:0000369; HP:0000431; HP:0000539; HP:0000633; HP:0000646; HP:0007656; HP:0011481; HP:0000013; HP:0000144; HP:0000147; HP:0000486; HP:0000574; HP:0000656; HP:0000815; HP:0000869; HP:0000876; HP:0002553; HP:0007732; HP:0007835; HP:0008209; HP:0008214; HP:0008222; HP:0008232; HP:0008233; HP:0010464; HP:0010748; HP:0011969; HP:0025572; HP:0032514; HP:0000639	FOXL2
B4GALT1-CDG	HP:0000238; HP:0012301; HP:0000219; HP:0000969; HP:0002910; HP:0000343; HP:0011003; HP:0011123; HP:0000545; HP:0003645; HP:0009062; HP:0003186; HP:0001744; HP:0002240; HP:0004855; HP:0001999; HP:0001321; HP:0003256; HP:0000821; HP:0005543; HP:0000369; HP:0008947; HP:0001976; HP:0000316; HP:0001892; HP:0000431; HP:0012379; HP:0001305; HP:0002014; HP:0003236; HP:0003563; HP:0005989	B4GALT1
"Spondyloepiphyseal dysplasia, Kimberley type"	HP:0000926; HP:0002655; HP:0002758; HP:0002983; HP:0003508; HP:0005930; HP:0010306	ACAN
Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	HP:0000762; HP:0001265; HP:0001609; HP:0003198; HP:0003458; HP:0003557; HP:0007340; HP:0008180; HP:0008619; HP:0009063; HP:0009830; HP:0010219; HP:0012548; HP:0030774; HP:0001284; HP:0001337; HP:0003701; HP:0001250; HP:0001369	MYH14
Classic galactosemia	HP:0000707; HP:0003251; HP:0012379; HP:0030272; HP:0000518; HP:0000750; HP:0000786; HP:0000823; HP:0000868; HP:0000869; HP:0000876; HP:0000952; HP:0001256; HP:0001263; HP:0001268; HP:0001328; HP:0001399; HP:0001928; HP:0002013; HP:0002174; HP:0002240; HP:0002345; HP:0002910; HP:0006977; HP:0008209; HP:0009088; HP:0012537; HP:0030353; HP:0000028; HP:0000716; HP:0000729; HP:0000739; HP:0000939; HP:0001250; HP:0001251; HP:0001254; HP:0001260; HP:0001288; HP:0001298; HP:0001332; HP:0001943; HP:0002014; HP:0002141; HP:0002311; HP:0002312; HP:0004349; HP:0007018; HP:0011098; HP:0011446; HP:0011968; HP:0020110; HP:0100512; HP:0100806; HP:0001541	GALT
Acute lung injury	HP:0002090; HP:0002094; HP:0002098; HP:0002113; HP:0002789; HP:0002878; HP:0011112; HP:0011227; HP:0012418; HP:0030783; HP:0032094; HP:0000969; HP:0001735; HP:0001945; HP:0002105; HP:0006530; HP:0011118; HP:0025420; HP:0030955; HP:0031273; HP:0100806	NONE
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome	HP:0000077; HP:0000248; HP:0000252; HP:0000303; HP:0000321; HP:0000322; HP:0000400; HP:0000431; HP:0000541; HP:0000545; HP:0000557; HP:0000558; HP:0000696; HP:0000787; HP:0000851; HP:0001182; HP:0001848; HP:0002076; HP:0005487; HP:0005990; HP:0008007; HP:0008619; HP:0010490; HP:0010804; HP:0012448; HP:0020038; HP:0100807	ADAMTSL1
Absence of fingerprints-congenital milia syndrome	HP:0000963; HP:0000966; HP:0000988; HP:0001056; HP:0001072; HP:0007477; HP:0008066; HP:0009775; HP:0100490	SMARCAD1
Paroxysmal nocturnal hemoglobinuria	HP:0030272; HP:0001878; HP:0001903; HP:0003641; HP:0025406; HP:0001907; HP:0001923; HP:0002094; HP:0002315; HP:0002574; HP:0002625; HP:0003138; HP:0004936; HP:0008282; HP:0012543; HP:0012622; HP:0020181; HP:0025435; HP:0032106; HP:0040303; HP:0100749; HP:0000083; HP:0000093; HP:0000802; HP:0000822; HP:0000952; HP:0001254; HP:0001297; HP:0001658; HP:0001873; HP:0001876; HP:0001882; HP:0001919; HP:0002204; HP:0002639; HP:0004420; HP:0012132; HP:0030248; HP:0032043; HP:0001994; HP:0002015; HP:0003076; HP:0025271	PIGA
Obesity due to melanocortin 4 receptor deficiency	HP:0001513; HP:0009126; HP:0002591; HP:0005616; HP:0008915; HP:0000822; HP:0000842; HP:0000956; HP:0002155; HP:0005978	MC4R
X-linked myotubular myopathy-abnormal genitalia syndrome	HP:0000028; HP:0000048; HP:0001290; HP:0003244; HP:0040314; HP:0000218; HP:0000807; HP:0000278; HP:0001382; HP:0000808; HP:0000883; HP:0000054; HP:0002093; HP:0011968	MAMLD1; MTM1
Pili bifurcati	HP:0001595; HP:0010719	NONE
Recessive X-linked ichthyosis	HP:0000958; HP:0000962; HP:0000966; HP:0008064; HP:0007018; HP:0007759; HP:0000028; HP:0000717; HP:0001270; HP:0002167; HP:0007549; HP:0001249	FLG; STS
Congenital factor XI deficiency	HP:0001892; HP:0001929; HP:0003645; HP:0006298; HP:0010989; HP:0000132; HP:0000421; HP:0002239; HP:0005261	F11
"X-linked intellectual disability, Schimke type"	HP:0004322; HP:0003273; HP:0000218; HP:0001266; HP:0002987; HP:0000365; HP:0100660; HP:0002120; HP:0001257; HP:0000490; HP:0001531; HP:0002421; HP:0001344; HP:0011471; HP:0006380; HP:0000544; HP:0008947; HP:0000076; HP:0005484; HP:0000446; HP:0001249; HP:0001263; HP:0000126; HP:0006466; HP:0001347	NONE
Williams syndrome	HP:0000010; HP:0000014; HP:0000015; HP:0000023; HP:0000025; HP:0000028; HP:0000044; HP:0000075; HP:0000076; HP:0000083; HP:0000089; HP:0000093; HP:0000121; HP:0000125; HP:0000147; HP:0000154; HP:0000158; HP:0000179; HP:0000212; HP:0000232; HP:0000252; HP:0000275; HP:0000280; HP:0000286; HP:0000307; HP:0000337; HP:0000343; HP:0000347; HP:0000348; HP:0000368; HP:0000389; HP:0000400; HP:0000407; HP:0000411; HP:0000431; HP:0000464; HP:0000485; HP:0000486; HP:0000501; HP:0000505; HP:0000518; HP:0000545; HP:0000581; HP:0000627; HP:0000632; HP:0000635; HP:0000668; HP:0000670; HP:0000682; HP:0000689; HP:0000691; HP:0000716; HP:0000717; HP:0000722; HP:0000739; HP:0000767; HP:0000787; HP:0000821; HP:0000822; HP:0000826; HP:0000938; HP:0000939; HP:0000960; HP:0001052; HP:0001081; HP:0001136; HP:0001181; HP:0001231; HP:0001249; HP:0001251; HP:0001252; HP:0001257; HP:0001260; HP:0001288; HP:0001297; HP:0001310; HP:0001337; HP:0001347; HP:0001361; HP:0001387; HP:0001388; HP:0001513; HP:0001531; HP:0001537; HP:0001582; HP:0001608; HP:0001609; HP:0001618; HP:0001626; HP:0001629; HP:0001631; HP:0001634; HP:0001635; HP:0001636; HP:0001639; HP:0001640; HP:0001642; HP:0001643; HP:0001645; HP:0001647; HP:0001653; HP:0001658; HP:0001671; HP:0001763; HP:0001800; HP:0001822; HP:0001969; HP:0002017; HP:0002019; HP:0002020; HP:0002024; HP:0002027; HP:0002035; HP:0002071; HP:0002120; HP:0002141; HP:0002150; HP:0002167; HP:0002183; HP:0002205; HP:0002253; HP:0002308; HP:0002376; HP:0002575; HP:0002623; HP:0002637; HP:0002644; HP:0002650; HP:0002750; HP:0002808; HP:0002829; HP:0002857; HP:0002974; HP:0002999; HP:0003028; HP:0003072; HP:0003119; HP:0003196; HP:0003198; HP:0003236; HP:0003298; HP:0003307; HP:0003312; HP:0003422; HP:0004209; HP:0004295; HP:0004305; HP:0004306; HP:0004322; HP:0004381; HP:0004398; HP:0004428; HP:0004969; HP:0005113; HP:0005344; HP:0005562; HP:0005692; HP:0005978; HP:0006482; HP:0007018; HP:0007372; HP:0007477; HP:0007495; HP:0007720; HP:0007957; HP:0008053; HP:0008499; HP:0008661; HP:0008736; HP:0010526; HP:0010662; HP:0010669; HP:0010780; HP:0010807; HP:0010880; HP:0011001; HP:0012433; HP:0012639; HP:0100025; HP:0100240; HP:0100539; HP:0100545; HP:0100613; HP:0100659; HP:0100785; HP:0100817; HP:0200021	STX1A; TBL2; GTF2IRD2; VPS37D; FKBP6; RFC2; NCF1; TMEM270; MLXIPL; EIF4H; DNAJC30; BCL7B; METTL27; BUD23; BAZ1B; CLIP2; ELN; GTF2I; GTF2IRD1; LIMK1
19p13.13 microdeletion syndrome	HP:0000256; HP:0001999; HP:0011220; HP:0000276; HP:0000463; HP:0000486; HP:0000494; HP:0000767; HP:0001249; HP:0001263; HP:0007018; HP:0012719; HP:0000158; HP:0000160; HP:0000218; HP:0000219; HP:0000248; HP:0000268; HP:0000272; HP:0000286; HP:0000316; HP:0000319; HP:0000369; HP:0000400; HP:0000490; HP:0000527; HP:0000609; HP:0000639; HP:0000648; HP:0000957; HP:0001250; HP:0001763; HP:0001852; HP:0001869; HP:0002013; HP:0002014; HP:0002027; HP:0003196; HP:0003396; HP:0005280; HP:0007099; HP:0007333; HP:0007371; HP:0010880; HP:0011968; HP:0030084; HP:0100807	NONE
"Spondyloepiphyseal dysplasia tarda, Kohn type"	HP:0000926; HP:0002815; HP:0002867; HP:0003028; HP:0003468; HP:0003521; HP:0004322; HP:0005193; HP:0010665; HP:0001256; HP:0002342	NONE
Tularemia	HP:0001649; HP:0001945; HP:0001974; HP:0002090; HP:0002315; HP:0002829; HP:0003326; HP:0010702; HP:0025143; HP:0025406; HP:0000155; HP:0000988; HP:0001873; HP:0001903; HP:0002098; HP:0002113; HP:0002202; HP:0002716; HP:0011355; HP:0012735; HP:0025289; HP:0025439; HP:0030833; HP:0031983; HP:0000388; HP:0000509; HP:0000707; HP:0000708; HP:0001287; HP:0001289; HP:0012219; HP:0030049; HP:0030953; HP:0031292; HP:0100533; HP:0100721; HP:0200026; HP:3000033	NONE
Primary condylar hyperplasia	HP:3000077; HP:0000306; HP:0000324; HP:0009102; HP:0010754; HP:0001572	NONE
Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome	HP:0000248; HP:0000260; HP:0000286; HP:0000316; HP:0000343; HP:0000463; HP:0000470; HP:0000518; HP:0000637; HP:0000774; HP:0000926; HP:0001238; HP:0001263; HP:0002673; HP:0002693; HP:0002714; HP:0002942; HP:0003071; HP:0003180; HP:0003196; HP:0003300; HP:0003366; HP:0005280; HP:0006454; HP:0008783; HP:0011001; HP:0011326; HP:0011849; HP:0000347; HP:0002007; HP:0007894; HP:0011329; HP:0100558; HP:0000175; HP:0000218; HP:0000541; HP:0000545; HP:0000568; HP:0002879; HP:0009811; HP:0010471	NONE
Alport syndrome	HP:0000790; HP:0012577; HP:0030034; HP:0000083; HP:0000093; HP:0000822; HP:0012574; HP:0000092; HP:0000097; HP:0000100; HP:0000123; HP:0000407; HP:0000478; HP:0000495; HP:0000794; HP:0002907; HP:0003774; HP:0004722; HP:0005576; HP:0011488; HP:0011501; HP:0012045; HP:0012576; HP:0025005; HP:0032583; HP:0000608; HP:0001679; HP:0002013; HP:0002015; HP:0002094; HP:0002837; HP:0004942; HP:0006756; HP:0007787; HP:0008665; HP:0010307; HP:0012735; HP:0410019	NONE
Tricho-retino-dento-digital syndrome	HP:0000164; HP:0001118; HP:0001156; HP:0007703; HP:0008070; HP:0030056; HP:0000677; HP:0001155; HP:0011069; HP:0010047	NONE
Myalgia-eosinophilia syndrome associated with tryptophan	HP:0001025; HP:0001072; HP:0001369; HP:0001376; HP:0001880; HP:0001888; HP:0002103; HP:0003011; HP:0005469; HP:0007328	NONE
