ID	HPO_Terms	Diagnostic_Genes
PMID_31239556_individual_30	HP:0001249; HP:0001263; HP:0001252; HP:0011968; HP:0001508; HP:0012450; HP:0031936; HP:0000750; HP:0025190; HP:0002360; HP:0000336; HP:0000303; HP:0000954	CTCF
PMID_31239556_individual_23	HP:0001252; HP:0000252; HP:0001249; HP:0001263; HP:0011968; HP:0000365; HP:0000248; HP:0011800; HP:0000494; HP:0000369; HP:0000233; HP:0000581; HP:0001631	CTCF
PMID_31239556_individual_34	HP:0001249; HP:0001263; HP:0011968; HP:0001508; HP:0000718; HP:0006970; HP:0002360; HP:0002064; HP:0002719; HP:0000365; HP:0000396; HP:0000160; HP:0001770	CTCF
PMID_31239556_individual_21_twin_2	HP:0001249; HP:0001263; HP:0001252; HP:0011968; HP:0001508; HP:0000750; HP:0002719; HP:0000463; HP:0000343; HP:0000286	CTCF
PMID_31239556_individual_31	HP:0001249; HP:0001263; HP:0000750; HP:0000637; HP:0001629	CTCF
PMID_31239556_individual_3_Gregor_et_al	HP:0000252; HP:0001249; HP:0001263; HP:0001252; HP:0011968; HP:0031936; HP:0000750; HP:0000729; HP:0000233	CTCF
PMID_31239556_individual_2_Chen_et_al	HP:0000252; HP:0001249; HP:0001263; HP:0001252; HP:0011968; HP:0001508; HP:0031936; HP:0002719; HP:0005280; HP:0000527; HP:0000233; HP:0000347; HP:0000582	CTCF
PMID_31239556_individual_29	HP:0002719; HP:0001249; HP:0001263; HP:0031936; HP:0000750; HP:0100702; HP:0045075; HP:0000219; HP:0001763	CTCF
PMID_31239556_individual_17	HP:0000252; HP:0001249; HP:0001263; HP:0001252; HP:0011968; HP:0001508; HP:0031936	CTCF
PMID_31239556_individual_1_Gregor_et_al	HP:0000252; HP:0001249; HP:0001263; HP:0011968; HP:0031936; HP:0000750; HP:0002119; HP:0000160; HP:0000219; HP:0001631; HP:0012385	CTCF
PMID_31239556_individual_20_twin_1	HP:0001249; HP:0001263; HP:0001252; HP:0011968; HP:0001508; HP:0000750; HP:0002719; HP:0005326; HP:0005280; HP:0011220; HP:0000463; HP:0000286	CTCF
PMID_31239556_individual_5	HP:0001249; HP:0001263; HP:0011968; HP:0001508; HP:0000160	CTCF
PMID_31239556_individual_16	HP:0000252; HP:0001249; HP:0001263; HP:0011968; HP:0012450; HP:0031936; HP:0000750; HP:0002360; HP:0001276; HP:0002719; HP:0000527	CTCF
PMID_31239556_individual_3_Chen_et_al	HP:0000252; HP:0001249; HP:0001263; HP:0011968; HP:0001508; HP:0000750; HP:0007018; HP:0000347; HP:0000582	CTCF
PMID_24769197_patient	HP:0000943; HP:0000280; HP:0001256; HP:0012745; HP:0004322; HP:0000405; HP:0001650; HP:0000316; HP:0002553; HP:0000455; HP:0005280; HP:0000154; HP:0012471; HP:0000687; HP:0000470; HP:0000767; HP:0002808	CTSA
PMID_28285769_Individual_5_II_1	HP:0000510; HP:0001156; HP:0000494; HP:0002007; HP:0000430; HP:0000347; HP:0004322; HP:0000750; HP:0031936; HP:0000369; HP:0000400; HP:0002308; HP:0001249	CWC27
PMID_28285769_Individual_7_II_1	HP:0001156	CWC27
PMID_28285769_Individual_2_II_2	HP:0000662; HP:0001156; HP:0000494; HP:0002007; HP:0000430; HP:0000347; HP:0004322; HP:0000510; HP:0000369; HP:0000400; HP:0001263	CWC27
PMID_28285769_Individual_3_II_1	HP:0000662; HP:0000510	CWC27
PMID_28285769_Individual_1_II_3	HP:0031936; HP:0001156; HP:0000494; HP:0002007; HP:0000430; HP:0000347; HP:0004322; HP:0000510; HP:0000750; HP:0000369; HP:0000400; HP:0000957	CWC27
PMID_28285769_Individual_6_II_1	HP:0001363; HP:0033379; HP:0001629; HP:0001156; HP:0000494; HP:0002007; HP:0000430; HP:0000347; HP:0004322; HP:0000085; HP:0000369; HP:0000400	CWC27
PMID_28285769_Individual_1_II_4	HP:0031936; HP:0001156; HP:0000494; HP:0002007; HP:0000430; HP:0000347; HP:0004322; HP:0000510; HP:0000750; HP:0000369; HP:0000400; HP:0000957; HP:0001822; HP:0001763	CWC27
PMID_28285769_Individual_2_II_1	HP:0000662; HP:0001156; HP:0000494; HP:0002007; HP:0000430; HP:0000347; HP:0004322; HP:0000510; HP:0000369; HP:0000400; HP:0001249; HP:0001263	CWC27
PMID_28285769_Individual_4_II_4	HP:0001263; HP:0000400; HP:0001596; HP:0002120; HP:0001249; HP:0000430; HP:0000347; HP:0011968; HP:0002007; HP:0001156; HP:0000369; HP:0008064; HP:0000494; HP:0004322; HP:0000561; HP:0002223	CWC27
PMID_28285769_Individual_4_II_3	HP:0000107; HP:0001156; HP:0000494; HP:0002007; HP:0000430; HP:0000347; HP:0004322; HP:0000369; HP:0000400; HP:0001249; HP:0001263; HP:0011968; HP:0001596; HP:0002223; HP:0000561; HP:0008064	CWC27
PMID_38573307_AAX765	HP:0034011; HP:0003251; HP:0000798; HP:0012865	CYLC1
PMID_38013430_M2270	HP:0034011; HP:0003251; HP:0032560; HP:0000798; HP:0012865	CYLC1
PMID_26734137_patient	HP:0008897; HP:0001324; HP:0002748; HP:0000897; HP:0003758; HP:0003155; HP:0002901; HP:0002148; HP:0012052; HP:0003165; HP:0002909; HP:0002919; HP:0000117; HP:0003127; HP:0001942; HP:0000684; HP:0002653; HP:0003021	CYP27B1
PMID_36074124_1_VII_5	HP:0034315; HP:0000403; HP:0002783	DAW1
PMID_36074124_1_VII_8	HP:0000403; HP:0001696	DAW1
PMID_36074124_1_06817	HP:0001629; HP:0001655; HP:0001643; HP:0011567; HP:0004383	DAW1
PMID_36074124_1_01687	HP:0001642; HP:0011553; HP:0001629; HP:0031565; HP:0003363; HP:0001631; HP:0001719	DAW1
PMID_36074124_2_IV_1	HP:0001642; HP:0011560; HP:0005160; HP:0031565; HP:0001719; HP:0001669; HP:0004383	DAW1
PMID_36074124_1_VII_1	HP:0000403; HP:0001696	DAW1
PMID_37656279_Pedigree_B_II:1	HP:0001250; HP:0025664; HP:0008897; HP:0010783; HP:0001298; HP:0500049; HP:0001347; HP:0000316; HP:0000494; HP:0000278; HP:0000343; HP:0001631; HP:0004349	DBR1
PMID_37656279_Pedigree_C_II:4	HP:0007479; HP:0025664; HP:0008897; HP:0000656; HP:0001250; HP:0001298; HP:0002181; HP:0001347; HP:0000586; HP:0008551; HP:0001712	DBR1
PMID_37656279_Pedigree_D_II:4	HP:0007479; HP:0025664; HP:0008897; HP:0000656; HP:0012472; HP:0011968; HP:0000343; HP:0001134; HP:0001631	DBR1
PMID_37656279_Pedigree_A_II:3	HP:0000656; HP:0012472; HP:0025664; HP:0005281; HP:0004349; HP:0011968; HP:0008897; HP:0010946; HP:0012382; HP:0000958; HP:0500049; HP:0007479; HP:0001631	DBR1
PMID_9621512_Patient_KM03	HP:0001254; HP:0002179	DBT
PMID_9621512_Patient_KM05	HP:0001993	DBT
PMID_23972372_family_2_V_12	HP:0100259; HP:0000180; HP:0000193; HP:0002007; HP:0000316; HP:0001249	DDX59
PMID_23972372_family_2_V_1	HP:0100259; HP:0000180; HP:0000193; HP:0002007; HP:0000316; HP:0002251; HP:0001249	DDX59
PMID_29127725_Patient_1	HP:0100259; HP:0012725; HP:0004209; HP:0001212; HP:0000218; HP:0000574; HP:0000303; HP:0000689; HP:0002197; HP:0001263; HP:0001249; HP:0007236	DDX59
PMID_23972372_family_1_V_4	HP:0100259; HP:0002650; HP:0000180; HP:0002007; HP:0000175; HP:0000316; HP:0001274; HP:0001249; HP:0001636; HP:0004736	DDX59
PMID_29127725_Patient_2	HP:0100259; HP:0000218; HP:0000252; HP:0000689; HP:0025190; HP:0001263; HP:0001249	DDX59
PMID_23972372_family_2_V_2	HP:0100259; HP:0000180; HP:0000193; HP:0002007; HP:0000316; HP:0001249	DDX59
PMID_23972372_family_1_V_13	HP:0100259; HP:0000180; HP:0002007; HP:0000175; HP:0000316; HP:0001249; HP:0001629	DDX59
PMID_23972372_family_2_V_7	HP:0100259; HP:0000180; HP:0000193; HP:0002007; HP:0000316; HP:0001249	DDX59
PMID_36067010_Family_1_Patient_2	HP:0002126; HP:0004383	DEPDC5
PMID_36067010_Family_1_Patient_3	HP:0002007; HP:0000260; HP:0031165; HP:0011344; HP:0002126; HP:0033725; HP:0012110; HP:0004415	DEPDC5
PMID_36067010_Family_4_Patient_6	HP:0000256; HP:0002007; HP:0031165; HP:0002069; HP:0011344; HP:0000023; HP:0000646; HP:0000666	DEPDC5
PMID_36067010_Family_2_Patient_4	HP:0000256; HP:0002007; HP:0000260; HP:0000954; HP:0000316; HP:0011800; HP:0000369; HP:0032660; HP:0007359; HP:0011344; HP:0002126; HP:0011703; HP:0006682; HP:0100806	DEPDC5
PMID_36067010_Family_5_Patient_8	HP:0000256; HP:0002007; HP:0000369; HP:0032660; HP:0011344; HP:0011968; HP:0012110	DEPDC5
PMID_36067010_Family_1_Patient_1	HP:0000256; HP:0002007; HP:0031165; HP:0011344; HP:0011968; HP:0002126; HP:0033725; HP:0012110; HP:0002205; HP:0000505	DEPDC5
PMID_36067010_Family_4_Patient_7	HP:0000256; HP:0011344; HP:0000574; HP:0000527	DEPDC5
PMID_36067010_Family_3_Patient_5	HP:0000256; HP:0002007; HP:0031165; HP:0012469; HP:0011344; HP:0002126; HP:0000787; HP:0000822; HP:0200128; HP:0000028; HP:0001537	DEPDC5
PMID_29175559_Patient_5_Zolotushko_2011_V7	HP:0001250; HP:0001274; HP:0034295; HP:0000347; HP:0002119; HP:0034937; HP:0000486; HP:0001508; HP:0000252; HP:0001257; HP:0000639; HP:0001263	DHCR24
PMID_29175559_Patient_2_Andersson_2002	HP:0005684; HP:0001274; HP:0034295; HP:0000175; HP:0000347; HP:0000286; HP:0000494; HP:0004322; HP:0034937; HP:0001508; HP:0000252; HP:0001257; HP:0001263; HP:0001883	DHCR24
PMID_29175559_Patient_3_Zolotushko_2011_V1	HP:0005684; HP:0001250; HP:0001274; HP:0034295; HP:0000347; HP:0002119; HP:0034937; HP:0000486; HP:0001508; HP:0000252; HP:0001257; HP:0000639; HP:0001263	DHCR24
PMID_29175559_Patient_6_Zolotushko_2011_IV5	HP:0001274; HP:0034295; HP:0000347; HP:0002119; HP:0034937; HP:0000486; HP:0001508; HP:0000252; HP:0001257; HP:0000639; HP:0001263	DHCR24
PMID_29175559_Patient_1_FitzPatrick_1998	HP:0002007; HP:0001274; HP:0000175; HP:0000347; HP:0011001; HP:0000369; HP:0002119; HP:0008905; HP:0034937; HP:0005160; HP:0000256; HP:0000773	DHCR24
PMID_29175559_Patient_8_Dias_2014	HP:0001250; HP:0001274; HP:0034295; HP:0000175; HP:0000347; HP:0000341; HP:0000268; HP:0000494; HP:0000369; HP:0002119; HP:0004322; HP:0000470; HP:0034937; HP:0000486; HP:0000639; HP:0001263	DHCR24
PMID_29175559_Present_patient	HP:0005684; HP:0001274; HP:0000175; HP:0000347; HP:0000494; HP:0000369; HP:0002119; HP:0004322; HP:0000470; HP:0034937; HP:0000486; HP:0001508; HP:0001257; HP:0000639; HP:0001263; HP:0001883	DHCR24
PMID_29175559_Patient_9_Dias_2014	HP:0005684; HP:0001250; HP:0001274; HP:0034295; HP:0000341; HP:0000268; HP:0000494; HP:0000369; HP:0002119; HP:0004322; HP:0034937; HP:0000486; HP:0001508; HP:0001257; HP:0000639; HP:0001263; HP:0001883	DHCR24
PMID_29175559_Patient_4_Zolotushko_2011_V4	HP:0001250; HP:0001274; HP:0034295; HP:0000347; HP:0002119; HP:0034937; HP:0001508; HP:0000252; HP:0001257; HP:0001263	DHCR24
PMID_29175559_Patient_7_Schaaf_2011	HP:0005684; HP:0001274; HP:0034295; HP:0000347; HP:0000506; HP:0002119; HP:0008905; HP:0034937; HP:0001508; HP:0001263; HP:0001883	DHCR24
PMID_28503313_patient	HP:0000028; HP:0000062; HP:0000047; HP:0000054; HP:0000048; HP:0008734; HP:0004691; HP:0003196; HP:0000369; HP:0003146; HP:0010569; HP:0003462; HP:0001047	DHCR7
PMID_30791088_female	HP:0001631; HP:0001629; HP:0000003; HP:0000126; HP:0033132; HP:0010953; HP:0410030; HP:0000175; HP:0001171	DLG5
PMID_32631816_Patient_IV_2–1	HP:0410030; HP:0000175; HP:0000127; HP:0001263; HP:0001334; HP:0001332; HP:0000280; HP:0001169; HP:0001769; HP:0009473	DLG5
PMID_15200511_individual_II_6	HP:0002948; HP:0002937; HP:0003521; HP:0003418	DLL3
PMID_15200511_individual_I_1	HP:0003521	DLL3
PMID_15200511_individual_II_5	HP:0002948; HP:0002937; HP:0000470; HP:0003521; HP:0002751; HP:0003418	DLL3
PMID_24465259_Patient_4	HP:0002938; HP:0003701; HP:0000467; HP:0002460; HP:0030319; HP:0001284; HP:0000597; HP:0003687; HP:0000508; HP:0002505	DNM2
PMID_24465259_Patient_2	HP:0002460; HP:0001771; HP:0001284; HP:0003687; HP:0003236	DNM2
PMID_24465259_Patient_1	HP:0003701; HP:0000467; HP:0002460; HP:0030319; HP:0001771; HP:0001284; HP:0000597; HP:0003687; HP:0000508; HP:0003236	DNM2
PMID_24465259_Patient_3	HP:0002938; HP:0003701; HP:0000467; HP:0002460; HP:0000597	DNM2
PMID_36952639_Patient_D2	HP:0002014; HP:0001701; HP:0005764; HP:0002725; HP:0002923; HP:0033028; HP:0003262; HP:4000031	DOCK11
PMID_36952639_Patient_E	HP:0004844	DOCK11
PMID_37342957_Patient_1	HP:0001744; HP:0033677; HP:0001508; HP:0001974; HP:0000403; HP:0020086; HP:0000265; HP:0011273; HP:0001890; HP:0002240	DOCK11
PMID_36952639_Patient_A	HP:0100279; HP:0012490; HP:0001973; HP:0031234; HP:0032230; HP:4000025; HP:0003493; HP:0025379; HP:0032069	DOCK11
PMID_36952639_Patient_F	HP:0000155; HP:0001904	DOCK11
PMID_36952639_Patient_C	HP:0001973; HP:0002720; HP:0008897; HP:0004844	DOCK11
PMID_36952639_Patient_D1	HP:0002014; HP:0001701; HP:0002091; HP:0007417; HP:0002725; HP:0032564; HP:0008897; HP:0002923; HP:0033028; HP:0003262	DOCK11
PMID_36952639_Patient_B	HP:0004844; HP:0005764; HP:0002923	DOCK11
PMID_36952639_Patient_G	HP:0004844	DOCK11
PMID_37342957_Patient_2	HP:0000474; HP:0001252; HP:0001508; HP:0006532; HP:0002837; HP:0031123; HP:0011273; HP:0001890	DOCK11
PMID_37342957_Patient_4	HP:0002014; HP:0100280; HP:0031123; HP:0011273; HP:0003212	DOCK11
PMID_37342957_Patient_3	HP:0000100; HP:0001508; HP:0001974; HP:0031123; HP:0012490; HP:0011273; HP:0001890; HP:0001744; HP:0002240; HP:0002720; HP:0004315; HP:0002850	DOCK11
PMID_19776401_Patient_5-1	HP:0031292; HP:0002788; HP:0410327; HP:0410323; HP:0200043; HP:0410151; HP:0002728; HP:0020102; HP:0006532; HP:0001047; HP:0410328; HP:0032445; HP:0002099; HP:0001382; HP:0000265; HP:0000246; HP:0000218; HP:0005353; HP:0410333; HP:0032163; HP:0000403; HP:0410331; HP:0012395	DOCK8
PMID_19776401_Patient_7-1	HP:0000491; HP:0030417; HP:0001510; HP:0006532; HP:0001047; HP:0006335; HP:0025419; HP:0410017; HP:0410331; HP:0031292; HP:0002788; HP:0410327; HP:0410323; HP:0012204; HP:0000265	DOCK8
PMID_29058101_Patient_2	HP:0000964; HP:0004385; HP:0003212; HP:0000403	DOCK8
PMID_19776401_Patient_2-1	HP:0031292; HP:0002788; HP:0410327; HP:0002840; HP:0200043; HP:0410151; HP:0002783; HP:0001047; HP:0410328; HP:0002099; HP:0002860; HP:0032071; HP:0000047; HP:0032022; HP:0000246; HP:0002110; HP:0410333; HP:0000403; HP:0410017; HP:0410331; HP:0012384; HP:0001701; HP:0012395; HP:0002090	DOCK8
PMID_19776401_Patient_8-1	HP:0410333; HP:0000491; HP:0032160; HP:0100658; HP:0002783; HP:0410330; HP:0001047; HP:0410328; HP:0100806; HP:0410017; HP:0410331; HP:0002788; HP:0410327; HP:0410323; HP:0000823	DOCK8
PMID_19776401_Patient_4-1	HP:0001048; HP:0032163; HP:0000403; HP:0001047; HP:0032170; HP:0002837; HP:0000246; HP:0002099; HP:0002788; HP:0033000; HP:0410323; HP:0200043	DOCK8
PMID_19776401_Patient_3-1	HP:0030417; HP:0002754; HP:0031292; HP:0002788; HP:0012204; HP:0020106; HP:0000491; HP:0006532; HP:0001047; HP:0410328; HP:0002099; HP:0001510; HP:0002860; HP:0410333; HP:0032163; HP:0000403; HP:0410017; HP:0410331; HP:0012192	DOCK8
PMID_29058101_Patient_1	HP:0000964; HP:0001508; HP:0001880; HP:0004844; HP:0100281; HP:0004385; HP:0033677; HP:0002090; HP:0003212	DOCK8
PMID_19776401_Patient_6-1	HP:0001047; HP:0002783; HP:0002788; HP:0410333; HP:0410328; HP:0410331; HP:0012384; HP:0031292; HP:0005406; HP:0000403; HP:0000246; HP:0200043; HP:0002754; HP:0012203; HP:0002110; HP:0002650; HP:0000218	DOCK8
PMID_19776401_Patient_8-2	HP:0000491; HP:0032163; HP:0006532; HP:0000403; HP:0100658; HP:0410330; HP:0001047; HP:0410328; HP:0006335; HP:0410017; HP:0410331; HP:0000246; HP:0002788; HP:0410327	DOCK8
PMID_19776401_Patient_4-2	HP:0032163; HP:0006532; HP:0000403; HP:0410028; HP:0001047; HP:0002837; HP:0000246; HP:0002099; HP:0002788; HP:0410323; HP:0200043	DOCK8
PMID_19776401_Patient_5-2	HP:0002788; HP:0410327; HP:0410323; HP:0200043; HP:0002728; HP:0020102; HP:0002783; HP:0001047; HP:0410328; HP:0002099; HP:0410028; HP:0000246; HP:0000218; HP:0000403; HP:0100658; HP:0410017; HP:0410331; HP:0002090	DOCK8
PMID_19776401_Patient_1-1	HP:0001047; HP:0002788; HP:0410330; HP:0410327; HP:0410328; HP:0100658; HP:0000403; HP:0006532; HP:0410028; HP:0002728; HP:0000670; HP:0001510; HP:0000348	DOCK8
PMID_37179472_Family_2II_6	HP:0010764; HP:0001890; HP:0012385; HP:0003508; HP:0002719; HP:0012745; HP:0009891; HP:0000252; HP:0000964; HP:0000687; HP:0000369; HP:0000248; HP:0011220; HP:0010702; HP:0001508; HP:0012758; HP:0000958; HP:0000431	DRG1
PMID_37179472_Family_3_II_7	HP:0012385; HP:0003508; HP:0012745; HP:0000232; HP:0009891; HP:0002475; HP:0000358; HP:0000252; HP:0000964; HP:0000687; HP:0000369; HP:0000248; HP:0011220; HP:0001508; HP:0012758; HP:0001762; HP:0000431	DRG1
PMID_37179472_Family_1_II_2	HP:0010764; HP:0012745; HP:0000252; HP:0000964; HP:0012758; HP:0001762; HP:0000958; HP:0012385; HP:0000232; HP:0000358; HP:0003508; HP:0000248; HP:0000431; HP:0001257; HP:0009891; HP:0000687; HP:0000369; HP:0011220; HP:0001508	DRG1
PMID_37179472_Family_1_II_1	HP:0010764; HP:0012745; HP:0000252; HP:0000964; HP:0012758; HP:0001762; HP:0000958; HP:0012385; HP:0000232; HP:0000358; HP:0003508; HP:0001250; HP:0000248; HP:0000431; HP:0001257; HP:0009891; HP:0000687; HP:0000369; HP:0011220; HP:0001508	DRG1
PMID_24300288_first_patient	HP:0004568; HP:0010743; HP:0010049; HP:0001498; HP:0002866; HP:0002857; HP:0002938; HP:0003183; HP:0002650; HP:0000926; HP:0002515; HP:0000280; HP:0000470; HP:0008905; HP:0002213; HP:0034414; HP:0000154; HP:0000319; HP:0003180; HP:0001249; HP:0001344	DYM
PMID_24300288_second_patient	HP:0004568; HP:0010743; HP:0010049; HP:0001498; HP:0002857; HP:0003183; HP:0002650; HP:0000926; HP:0000252; HP:0000280; HP:0000470; HP:0008905; HP:0000664; HP:0000574; HP:0003270; HP:0002035; HP:0003311; HP:0001249	DYM
PMID_26922654_Patient_2	HP:0001288; HP:0001251; HP:0012171; HP:0000269; HP:0000490; HP:0000369; HP:0000341; HP:0000426; HP:0000414; HP:0000319; HP:0000276; HP:0000687; HP:0000767; HP:0001182; HP:0002373; HP:0002069; HP:0005484; HP:0100703	DYRK1A
PMID_26922654_Patient_1	HP:0033725; HP:0001263; HP:0000750; HP:0000341; HP:0002280; HP:0000960; HP:0011968; HP:0002509; HP:0000648; HP:0002119; HP:0002714; HP:0000494; HP:0000369; HP:0000126; HP:0000403; HP:0000490; HP:0001643	DYRK1A
PMID_18702659_proband	HP:0005280; HP:0011220; HP:0000674; HP:0009931; HP:0000307; HP:0012471; HP:0000966; HP:0008070; HP:0001954	EDA
PMID_26162006_Individual_I_1	HP:0001123; HP:0007906; HP:0012108	EFEMP1
PMID_32006683_patients_IV_1	HP:0000098; HP:0005616; HP:0000494; HP:0007651; HP:0000506; HP:0000276; HP:0000275; HP:0000218; HP:0011003; HP:0000508; HP:0000400; HP:0000023; HP:0001166; HP:0001382; HP:0000767; HP:0005214; HP:0002253; HP:0100808; HP:0002933; HP:0100822; HP:0010811; HP:0000678; HP:0000483; HP:0001763	EFEMP1
PMID_33807164_proband	HP:0000689; HP:0000506; HP:0010749; HP:0000276; HP:0000275; HP:0002714; HP:0009890; HP:0000343; HP:0001382; HP:0001252; HP:0001508; HP:0000973; HP:0000023; HP:0000776; HP:0010648; HP:0000963; HP:0000978; HP:0000015	EFEMP1
PMID_26162006_Individual_II_4	HP:0001123; HP:0007906; HP:0012108	EFEMP1
PMID_26162006_Individual_II_10	HP:0001123; HP:0007906; HP:0100018; HP:0012108	EFEMP1
PMID_32006683_patients_IV_3	HP:0000098; HP:0005616; HP:0000494; HP:0007651; HP:0000506; HP:0000276; HP:0000275; HP:0000218; HP:0011003; HP:0000508; HP:0000400; HP:0000023; HP:0001166; HP:0001382; HP:0000767; HP:0002035; HP:0002650; HP:0000015; HP:0002580; HP:0002253; HP:0100808; HP:0010811; HP:0000678; HP:0000483; HP:0000776; HP:0001763	EFEMP1
PMID_26162006_Individual_II_7	HP:0001123; HP:0007906; HP:0100018; HP:0012108	EFEMP1
PMID_26162006_Individual_II_5	HP:0001123; HP:0007906; HP:0012108	EFEMP1
PMID_31792352_proband	HP:0005616; HP:0000189; HP:0001382; HP:0000767; HP:0000023; HP:0001252; HP:0000015; HP:0000098; HP:0000494; HP:0007651; HP:0000678; HP:0011003; HP:0000978; HP:0100541; HP:0025193; HP:0001166; HP:0002650; HP:0032446; HP:0100775	EFEMP1
PMID_23335590_Subject_1330	HP:0000316; HP:0004440; HP:0000175; HP:0410030; HP:0000767; HP:0001537; HP:0001159; HP:0001807; HP:0001263	EFNB1
PMID_23335590_Subject_3269	HP:0000316; HP:0000508; HP:0004440; HP:0000494; HP:0000369; HP:0001060; HP:0000912; HP:0000028; HP:0001156; HP:0001159; HP:0004209; HP:0001807; HP:0001274; HP:0001263	EFNB1
PMID_23335590_Subject_4271	HP:0000316; HP:0000508; HP:0004440; HP:0000494; HP:0000218; HP:0000767; HP:0002650; HP:0000028; HP:0001156; HP:0001807; HP:0001274; HP:0001263	EFNB1
PMID_23335590_Subject_4354	HP:0000316; HP:0004440; HP:0000494; HP:0000465; HP:0004209; HP:0001807; HP:0001263	EFNB1
PMID_23335590_Subject_4021	HP:0000316; HP:0000508; HP:0004440; HP:0000494; HP:0000369; HP:0000218; HP:0000023; HP:0000912; HP:0000028; HP:0001156; HP:0001159; HP:0001807; HP:0001274; HP:0001263	EFNB1
PMID_23335590_Subject_3301	HP:0000316; HP:0004440; HP:0000494; HP:0000369; HP:0004209	EFNB1
PMID_39013458_individual_KS110084	HP:0011968; HP:0025502; HP:0001249; HP:0001263; HP:0002020; HP:0001252; HP:0000540	EHMT1
PMID_39013458_individual_KS110010	HP:0001249; HP:0001263; HP:0001631; HP:0002719; HP:0012450; HP:0001250; HP:0000365; HP:0000733	EHMT1
PMID_39013458_individual_KS110060	HP:0001249; HP:0001263; HP:0001629; HP:0000010; HP:0000023; HP:0002020; HP:0012450; HP:0002197; HP:0001252; HP:0002808; HP:0000742; HP:0000718; HP:0000733; HP:0000717; HP:0000709; HP:0002376	EHMT1
PMID_39013458_individual_KS110004	HP:0000717; HP:0001252; HP:0000365; HP:0002376; HP:0001382; HP:0001763; HP:0001631	EHMT1
PMID_39013458_individual_KS110077_VUSM110020	HP:0004322; HP:0025502; HP:0001249; HP:0001263; HP:0012450; HP:0001250; HP:0000365; HP:0000718; HP:0000709; HP:0002376; HP:0000252	EHMT1
PMID_39013458_individual_KS110019_VUSM110007	HP:0001263; HP:0012450; HP:0000540; HP:0000486; HP:0000717; HP:0000709; HP:0000739; HP:0002376	EHMT1
PMID_39013458_individual_KS110022	HP:0001249; HP:0001263; HP:0001655; HP:0000107; HP:0012450; HP:0000718	EHMT1
PMID_39013458_individual_KS110059	HP:0025502; HP:0001263; HP:0001252; HP:0001763; HP:0001382	EHMT1
PMID_39013458_individual_KS110105	HP:0001263; HP:0001513; HP:0001249; HP:0000098; HP:0001763	EHMT1
PMID_39013458_individual_KS110015	HP:0011968; HP:0001252; HP:0001249; HP:0001263; HP:0001631; HP:0002020; HP:0012450; HP:0001250; HP:0000365; HP:0001763; HP:0000718; HP:0000717; HP:0007302; HP:0002376	EHMT1
PMID_39013458_individual_KS110043_VUSM110019	HP:0001252; HP:0025502; HP:0001249; HP:0001263; HP:0002719; HP:0012450; HP:0002373; HP:0000486	EHMT1
PMID_39013458_individual_KS130015	HP:0025502; HP:0001249; HP:0001263; HP:0012450; HP:0001252; HP:0000742	EHMT1
PMID_39013458_individual_KS110027	HP:0001249; HP:0001263; HP:0001655; HP:0002719; HP:0001763; HP:0001382; HP:0000717	EHMT1
PMID_39013458_individual_KS110040	HP:0000540; HP:0001263; HP:0000486; HP:0001249; HP:0002719; HP:0001252; HP:0011968; HP:0002020; HP:0012450; HP:0001382	EHMT1
PMID_39013458_individual_KS110066	HP:0001249; HP:0001263; HP:0002719; HP:0012450; HP:0000718; HP:0000709; HP:0000252	EHMT1
PMID_39013458_individual_KS110088	HP:0001263	EHMT1
PMID_39013458_individual_KS130012	HP:0011968; HP:0001249; HP:0001263; HP:0000023; HP:0001250; HP:0001763; HP:0001382; HP:0000739; HP:0002376	EHMT1
PMID_39013458_individual_KS110013	HP:0001263; HP:0000717; HP:0001249; HP:0002719; HP:0000767; HP:0025502; HP:0001250	EHMT1
PMID_39013458_individual_KS130023	HP:0001513; HP:0001249; HP:0000365; HP:0000716; HP:0007018; HP:0000739	EHMT1
PMID_39013458_individual_KS110038	HP:0001249; HP:0001263; HP:0001631; HP:0001629; HP:0002020; HP:0012450; HP:0007334; HP:0000365; HP:0001252	EHMT1
PMID_39013458_individual_KS130020	HP:0001513; HP:0001249; HP:0001263; HP:0002719; HP:0000486; HP:0000718; HP:0000717; HP:0007018; HP:0000739	EHMT1
PMID_39013458_individual_KS110041	HP:0025502; HP:0001249; HP:0001263; HP:0012450; HP:0001252; HP:0000540; HP:0000486; HP:0000739	EHMT1
PMID_39013458_individual_Diagnostic110002	HP:0001249; HP:0001263; HP:0012450; HP:0002069; HP:0000365; HP:0000733; HP:0000717; HP:0000709; HP:0002376	EHMT1
PMID_39013458_individual_KS110050	HP:0001249; HP:0001263; HP:0012450; HP:0002373; HP:0001763; HP:0000540; HP:0000486; HP:0000742; HP:0000718; HP:0000733; HP:0000717	EHMT1
PMID_39013458_individual_VUSM110048	HP:0000717; HP:0002719; HP:0001252; HP:0001629; HP:0025502	EHMT1
PMID_39013458_individual_Diagnostic110066	HP:0001249; HP:0001631; HP:0002719; HP:0001252; HP:0000540	EHMT1
PMID_39013458_individual_KS110051	HP:0033454; HP:0004322; HP:0025502; HP:0001249; HP:0001263; HP:0001643; HP:0001629; HP:0000107; HP:0000126; HP:0002719; HP:0002020; HP:0012450; HP:0001250; HP:0000365; HP:0000540; HP:0000739; HP:0000252	EHMT1
