ID	HPO_Terms	Diagnostic_Genes
SCV000741262	HP:0001263; HP:0000486; HP:0000126; HP:0000076; HP:0008936; HP:0002162; HP:0000574; HP:0000664; HP:0000527; HP:0000494; HP:0000395; HP:0000347; HP:0005280; HP:0000455; HP:0003186; HP:0001845; HP:0000369; HP:0000358; HP:0001273; HP:0001320; HP:0000609; HP:0000504; HP:0000368	DEAF1
SCV000741289	HP:0000256; HP:0001548; HP:0004442; HP:0008936; HP:0001324; HP:0002789; HP:0000365; HP:0000483; HP:0010307; HP:0011220; HP:0000508; HP:0000358; HP:0001342; HP:0011968; HP:0012443; HP:0012758; HP:0001392	CHD8
SCV000741333	HP:0008619; HP:0000252; HP:0002020; HP:0000964; HP:0002179; HP:0001631; HP:0001643; HP:0001680; HP:0001263; HP:0011376	MYO15A
SCV000741336	HP:0000968; HP:0100257; HP:0004322; HP:0012746; HP:0009890; HP:0000668; HP:0000677; HP:0001007; HP:0000966; HP:0010041; HP:0002217; HP:0006089; HP:0007018; HP:0012412; HP:0002046; HP:0000698; HP:0000676	WNT10A
SCV000741341	HP:0001263; HP:0100021; HP:0001508; HP:0100022; HP:0001257; HP:0008936; HP:0002421; HP:0002307; HP:0002169; HP:0002020; HP:0002013; HP:0000200; HP:0003186; HP:0012448; HP:0002151; HP:0002079; HP:0012430; HP:0002518; HP:0001992	SLC16A2
SCV000741365	HP:0000565; HP:0002023; HP:0000010; HP:0000076; HP:0002186; HP:0001252; HP:0001270; HP:0000540; HP:0000684; HP:0001007	HIVEP2
SCV000741412	HP:0012758; HP:0001252; HP:0000504; HP:0000639; HP:0030148; HP:0001537; HP:0001357; HP:0000325; HP:0000347; HP:0000307; HP:0002553; HP:0000592; HP:0000494; HP:0008527; HP:0000286; HP:0000368; HP:0008589; HP:0010804; HP:0000233; HP:0011381	CHD7
SCV000741462	HP:0001263; HP:0001252; HP:0000733; HP:0000718; HP:0001324; HP:0008132; HP:0001763; HP:0000540; HP:0012803; HP:0000664; HP:0010747; HP:0000411; HP:0040019; HP:0001212	HECW2
SCV000741465	HP:0000556; HP:0000705; HP:0000486; HP:0000529; HP:0000577; HP:0000613; HP:0000662	WDR72
SCV000741491	HP:0001263; HP:0008936; HP:0001251; HP:0001284; HP:0001250; HP:0001288; HP:0002317; HP:0000365	STXBP1
SCV000741515	HP:0001382; HP:0000768; HP:0002650; HP:0002808; HP:0001763; HP:0001166; HP:0000545; HP:0000750; HP:0002315; HP:0011968; HP:0003549; HP:0011471	FBN1
SCV000741559	HP:0002019; HP:0030084; HP:0000286; HP:0001508; HP:0040019; HP:0012498; HP:0001763; HP:0004209; HP:0003508; HP:0008050	IGF1R
SCV000741560	HP:0001263; HP:0002186; HP:0002311; HP:0000256; HP:0001251; HP:0001337; HP:0002835; HP:0000337; HP:0000286; HP:0000358; HP:0000369; HP:0000048; HP:0000046; HP:0011098; HP:0000646; HP:0000368	CUL4B
SCV000741584	HP:0004482; HP:0001263; HP:0001510; HP:0001250; HP:0001680; HP:0000028; HP:0000126; HP:0001508; HP:0000260; HP:0008661; HP:0000565; HP:0000358; HP:0005280; HP:0000308; HP:0000047; HP:0040019; HP:0002104; HP:0002780; HP:0000574; HP:0000527; HP:0000414	NR2F2
SCV000741607	HP:0012469; HP:0001298; HP:0100704; HP:0001010; HP:0000248; HP:0002213; HP:0003186; HP:0000348; HP:0001252; HP:0000028	HECW2
SCV000741608	HP:0007359; HP:0001249; HP:0001257; HP:0007340; HP:0040083; HP:0001263; HP:0000286; HP:0000565; HP:0000545; HP:0000540; HP:0002376; HP:0001344; HP:0000369; HP:0011270	KDM5C
SCV000741660	HP:0000470; HP:0007400; HP:0012368; HP:0000519; HP:0001510; HP:0001007; HP:0000586; HP:0000047; HP:0000237; HP:0000369; HP:0001838; HP:0001276; HP:0007957; HP:0000395; HP:0002162; HP:0012210; HP:0000278; HP:0009899; HP:0000252	ASXL1
SCV000741678	HP:0001252; HP:0002015; HP:0001263	SLC16A2
SCV000741709	HP:0000717; HP:0000494; HP:0000687; HP:0010804; HP:0007018; HP:0000718; HP:0002019; HP:0002015; HP:0000750; HP:0000272; HP:0006482	KMT5B
SCV000741711	HP:0001249; HP:0000252; HP:0001250; HP:0006970; HP:0100021; HP:0000486; HP:0011968; HP:0002020; HP:0001324; HP:0002307; HP:0003199; HP:0012471; HP:0001263	CLCN4
SCV000741712	HP:0000717; HP:0000739; HP:0100033; HP:0000982; HP:0000750; HP:0001770; HP:0012538; HP:0001328	CHD2
SCV000741727	HP:0001263; HP:0001643; HP:0002089; HP:0000407; HP:0000776; HP:0010535; HP:0001250; HP:0000294; HP:0002553; HP:0001382; HP:0000589; HP:0010442; HP:0001159; HP:0011633; HP:0002616; HP:0000436; HP:0010055; HP:0011304	TBX1
SCV000741746	HP:0001249; HP:0000486; HP:0002322; HP:0002465	MED13L
SCV000741764	HP:0001508; HP:0012758; HP:0000613; HP:0100785; HP:0011800; HP:0010938; HP:0001212; HP:0000369; HP:0000411	SRCAP
SCV000741766	HP:0001070; HP:0005619; HP:0200055; HP:0002119; HP:0001252; HP:0001338; HP:0004484; HP:0001773; HP:0000483; HP:0001357; HP:0000925; HP:0001181; HP:0001263	DDX3X
SCV000741767	HP:0001263; HP:0001249; HP:0001252; HP:0002058; HP:0002307; HP:0000248; HP:0000194; HP:0001388; HP:0002136; HP:0000368; HP:0010813; HP:0000490; HP:0006610	MED13L
SCV001446838	HP:0001332	ANO3
SCV000741786	HP:0001263; HP:0100021; HP:0001324; HP:0001252; HP:0000486; HP:0001631; HP:0002566; HP:0001733; HP:0001279; HP:0040196; HP:0011109; HP:0002007; HP:0003196; HP:0005206; HP:0001250; HP:0010813; HP:0000153	POGZ
SCV000741788	HP:0000252; HP:0001263; HP:0004322; HP:0000742; HP:0002907; HP:0000508; HP:0011800; HP:0000319; HP:0002014; HP:0000369; HP:0007021; HP:0001954	NTRK1
SCV000741810	HP:0010880; HP:0000545; HP:0000288; HP:0001252; HP:0000256; HP:0001263; HP:0000504; HP:0100765	SMARCA2
SCV000741860	HP:0001263; HP:0001348; HP:0004322; HP:0012584; HP:0002282; HP:0002119; HP:0002299; HP:0008070; HP:0000325; HP:0002553; HP:0003196; HP:0000954; HP:0001156	RBPJ
SCV000741942	HP:0000238; HP:0001510; HP:0011310; HP:0000347; HP:0001776; HP:0001719; HP:0000452; HP:0001188; HP:0000066; HP:0001629; HP:0001631; HP:0008572; HP:0002878; HP:0000998; HP:0002475; HP:0002780; HP:0001627; HP:0000612; HP:0000321; HP:0011139; HP:0002580; HP:0002308	MED13L
SCV000742001	HP:0000750; HP:0001270; HP:0001290; HP:0000297; HP:0002714; HP:0011808; HP:0000047; HP:0003199	COL12A1
SCV000742025	HP:0008625; HP:0000750; HP:0001609; HP:0002020; HP:0002307; HP:0010290; HP:0004322; HP:0000463	HUWE1
SCV000742047	HP:0002194; HP:0001290; HP:0100259; HP:0000545; HP:0000483; HP:0000486; HP:0002650; HP:0001212; HP:0000750; HP:0001252; HP:0006482; HP:0001382; HP:0000369; HP:0000396	USP9X
SCV000742098	HP:0001548; HP:0000256; HP:0012385; HP:0001643; HP:0008689; HP:0000348; HP:0000565; HP:0001249; HP:0012758; HP:0001382; HP:0000303	EZH2
SCV000741793	HP:0001263; HP:0001249; HP:0004322	SYNGAP1
SCV000741856	HP:0001263; HP:0100543; HP:0007018; HP:0001513; HP:0100738; HP:0002870; HP:0000405; HP:0000545; HP:0000020; HP:0000739; HP:0000718; HP:0100710; HP:0000601; HP:0000286; HP:0010747; HP:0012745; HP:0000582; HP:0000293; HP:0005280; HP:0000687; HP:0006482; HP:0012471; HP:0010809; HP:0000470; HP:0000475; HP:0000463; HP:0002591	CHD2
SCV000741897	HP:0200134; HP:0001250; HP:0002073; HP:0012758; HP:0000717; HP:0002373; HP:0008070; HP:0000574; HP:0000527; HP:0000280	SMARCA2
SCV000741909	HP:0001250; HP:0100543; HP:0002123; HP:0001326; HP:0010915; HP:0002069; HP:0002650; HP:0002360; HP:0001288; HP:0002342	CHD2
SCV000741925	HP:0003196; HP:0001284; HP:0001655; HP:0001643; HP:0000568; HP:0001252; HP:0000615; HP:0002878; HP:0000369; HP:0012385; HP:0002107; HP:0007204; HP:0002202	ACTA1
SCV000741998	HP:0000568; HP:0002119; HP:0006989; HP:0001290; HP:0000138; HP:0008504	PDHA1
SCV000742032	HP:0006889; HP:0000750; HP:0000717; HP:0000722; HP:0000739; HP:0007018; HP:0001631; HP:0001680; HP:0000252; HP:0000483; HP:0000293; HP:0000316	NR2F2
SCV000742062	HP:0011342; HP:0000252; HP:0001137; HP:0003502; HP:0001290	MECP2
SCV000742067	HP:0001263; HP:0000350; HP:0000463; HP:0000490; HP:0000358; HP:0000545; HP:0000470; HP:0009803; HP:0004209; HP:0001845; HP:0001252; HP:0000252	CTNNB1
SCV004800812	HP:0000027	AR
SCV000742213	HP:0012758; HP:0002194; HP:0001263; HP:0002187; HP:0000717; HP:0001252; HP:0002136; HP:0040083; HP:0001250; HP:0002069; HP:0010818; HP:0002353; HP:0000490; HP:0000350; HP:0005487; HP:0002072; HP:0002539; HP:0100704	DOCK7
SCV001446584	HP:0001263; HP:0001250; HP:0001629	DOCK7
SCV000742236	HP:0001508; HP:0001002; HP:0001357; HP:0002007; HP:0000319; HP:0009778; HP:0001385; HP:0000430; HP:0009905	PYCR1
SCV000742256	HP:0000238; HP:0001263; HP:0001274; HP:0001357; HP:0006934; HP:0000486; HP:0000060; HP:0010636; HP:0000609; HP:0002020; HP:0000601; HP:0008947	SOX2
SCV000742257	HP:0001263; HP:0001252; HP:0001650; HP:0001028; HP:0000494; HP:0000293; HP:0005280; HP:0002515; HP:0001763	ELN
SCV000742286	HP:0001263; HP:0001249; HP:0001250; HP:0001252; HP:0001382; HP:0002072; HP:0001251; HP:0001348; HP:0002457; HP:0002883; HP:0002788; HP:0000403; HP:0002019; HP:0012343; HP:0000341; HP:0000336; HP:0000635; HP:0000774; HP:0000582; HP:0000431; HP:0000219; HP:0000153; HP:0008070; HP:0000951	GABRG2
SCV000742309	HP:0002667; HP:0030427; HP:0410016; HP:0012532; HP:0001337; HP:0001279; HP:0004322; HP:0100665; HP:0005264; HP:0002028; HP:0000790; HP:0000891	CDC73
SCV000742310	HP:0001263; HP:0001249; HP:0000252; HP:0000733; HP:0001337; HP:0002307; HP:0001276; HP:0100021; HP:0000023; HP:0001537; HP:0002360; HP:0002015; HP:0000426; HP:0000316; HP:0000286; HP:0000490; HP:0000954; HP:0000436	DDX3X
SCV000742358	HP:0001263; HP:0100021; HP:0001324; HP:0001252; HP:0002015; HP:0011968; HP:0000324; HP:0001357; HP:0002835; HP:0002205; HP:0000579; HP:0002019; HP:0001903; HP:0003186; HP:0012638; HP:0006482; HP:0008897; HP:0002020; HP:0000718; HP:0001892	GDI1
SCV000742359	HP:0003198; HP:0002374; HP:0008935	ACTA1
SCV000742154	HP:0001250; HP:0001270; HP:0001249; HP:0001344; HP:0002307; HP:0012427; HP:0006895; HP:0001332; HP:0002540; HP:0002353; HP:0001290	SATB2
SCV000742176	HP:0001513; HP:0001252; HP:0001249; HP:0001254; HP:0000676; HP:0001263	ARID1B
SCV000742185	HP:0002373; HP:0002069; HP:0000717; HP:0000708; HP:0002360; HP:0002076; HP:0002353	SCN1A
SCV000742255	HP:0000176; HP:0000347; HP:0100727; HP:0003468; HP:0002953; HP:0012531; HP:0000836; HP:0000820; HP:0100651; HP:0012146; HP:0100785	VWF
SCV000742264	HP:0001251; HP:0001310; HP:0001252; HP:0001249; HP:0001250; HP:0002046; HP:0012450; HP:0002322; HP:0001513; HP:0002080	STX1B
SCV000742291	HP:0001263; HP:0000519; HP:0000565; HP:0000568; HP:0001629; HP:0001510; HP:0003808; HP:0002079; HP:0200017	RAB3GAP2
SCV000742325	HP:0001263; HP:0001629; HP:0000248; HP:0002509; HP:0008936; HP:0001347; HP:0003487; HP:0002007; HP:0000219; HP:0000286; HP:0000960; HP:0001004; HP:0007874	FLT4
SCV000742373	HP:0001263; HP:0002187; HP:0001250; HP:0012469; HP:0000252; HP:0001252; HP:0002510; HP:0002015; HP:0000519; HP:0000609; HP:0000572; HP:0006956; HP:0006872; HP:0008058; HP:0007204; HP:0008180	COL4A1
SCV000742534	HP:0001263; HP:0001249; HP:0000252; HP:0002275; HP:0001252; HP:0000347; HP:0001302; HP:0002099	TCF20
SCV000742447	HP:0000256; HP:0002007; HP:0001263; HP:0001338; HP:0002119; HP:0002389; HP:0004691; HP:0011419; HP:0000490; HP:0002280	TRIO
SCV000742569	HP:0003228; HP:0002153; HP:0001943; HP:0002015; HP:0003128; HP:0001252; HP:0001263	GRIN2B
SCV000742961	HP:0000286; HP:0001508; HP:0001252; HP:0012733; HP:0100702; HP:0004322; HP:0000504; HP:0000925; HP:0000407; HP:0001263; HP:0000252	BCAP31
SCV000740765	HP:0001249; HP:0001250; HP:0000486; HP:0001263; HP:0001252; HP:0002827; HP:0001344; HP:0002540; HP:0004322; HP:0004325; HP:0007021; HP:0001508; HP:0000826; HP:0100023; HP:0011923; HP:0008347	MEF2C
SCV000740790	HP:0000238; HP:0000486; HP:0001274; HP:0010959; HP:0003186; HP:0004691; HP:0011968; HP:0030084; HP:0001776; HP:0012758; HP:0000319; HP:0001188; HP:0000463; HP:0003196; HP:0001305; HP:0000286; HP:0011471; HP:0002827; HP:0001257; HP:0000343; HP:0030043	CHMP1A
SCV000740795	HP:0000717; HP:0001263; HP:0000494	SYN1
SCV000740818	HP:0000448; HP:0006970; HP:0002705; HP:0000422; HP:0007513; HP:0000519; HP:0000341; HP:0000121; HP:0001510; HP:0000821; HP:0000290; HP:0008198; HP:0011968; HP:0000315; HP:0001250; HP:0012758; HP:0004209; HP:0002090; HP:0000535; HP:0007058; HP:0000047; HP:0200055; HP:0000568; HP:0000365; HP:0000653; HP:0001620; HP:0000400; HP:0000160; HP:0001773; HP:0000403; HP:0000501; HP:0000824; HP:0000252; HP:0008736	TBCE
SCV000740842	HP:0002757; HP:0004349; HP:0012758; HP:0000465; HP:0012721; HP:0100512; HP:0003468; HP:0002162; HP:0011220; HP:0000494; HP:0000767; HP:0000369; HP:0000396; HP:0006610; HP:0000592; HP:0009237	COL1A2
SCV000740865	HP:0001636; HP:0000047; HP:0000565; HP:0001508; HP:0000347; HP:0000405; HP:0000286; HP:0000463; HP:0000581; HP:0000821; HP:0000023; HP:0000998; HP:0000028; HP:0010576; HP:0001263; HP:0001510; HP:0000252	MED13L
SCV000740889	HP:0001263; HP:0001252; HP:0001508; HP:0000252; HP:0001250; HP:0000340; HP:0000358; HP:0000396; HP:0004322; HP:0012469; HP:0000612; HP:0000588; HP:0002521; HP:0004387; HP:0002015; HP:0002013	HNRNPR
SCV002820133	HP:0001270; HP:0001328; HP:0000470; HP:0000483; HP:0004322; HP:0000369	ANKRD11
SCV000742846	HP:0001263; HP:0000256; HP:0000729; HP:0000407; HP:0000479; HP:0000639; HP:0000325; HP:0000337; HP:0000494; HP:0000286; HP:0000733; HP:0002360; HP:0000512	ZBTB20
SCV000740966	HP:0001263; HP:0000252; HP:0001252; HP:0001508; HP:0004322; HP:0008718; HP:0000081; HP:0000076; HP:0000964; HP:0000389; HP:0002019; HP:0000750	EP300
SCV000740969	HP:0002079; HP:0001263; HP:0001252; HP:0001250	AP4B1
SCV004176424	HP:0000707	AP4B1
SCV000741000	HP:0001250; HP:0001249; HP:0000126; HP:0000028; HP:0001347; HP:0011448; HP:0001537; HP:0000010; HP:0001508; HP:0004322; HP:0001252; HP:0000316; HP:0001845; HP:0000358; HP:0000275; HP:0002098; HP:0000750	UBE2A
SCV000741045	HP:0001263; HP:0001250; HP:0100543; HP:0001252; HP:0000252; HP:0005957; HP:0001380; HP:0002360; HP:0000720; HP:0000737; HP:0010665; HP:0000010; HP:0012448; HP:0100704	NR2F1
SCV000741064	HP:0001249; HP:0001250; HP:0001513; HP:0002099; HP:0001349; HP:0001007; HP:0000369; HP:0000378; HP:0000574; HP:0012745; HP:0000508; HP:0000426; HP:0000218; HP:0200055; HP:0001773; HP:0001182; HP:0001770; HP:0010049; HP:0002719; HP:0002019; HP:0000678; HP:0000545; HP:0000365; HP:0012166; HP:0001269; HP:0007042; HP:0001252	UBE2A
SCV000741097	HP:0000729; HP:0000252; HP:0001263; HP:0011856; HP:0002373; HP:0100021; HP:0040083; HP:0001264; HP:0001288; HP:0002079	AP4M1
SCV000741098	HP:0001249; HP:0000717; HP:0001250; HP:0000718; HP:0000294; HP:0000664; HP:0002353	SYNGAP1
SCV000741132	HP:0001824; HP:0000846; HP:0000821; HP:0002960; HP:0003125	F8
SCV000741149	HP:0001263; HP:0001252; HP:0000252; HP:0000565; HP:0001357; HP:0000248; HP:0006191; HP:0001763; HP:0001384; HP:0007333	TCF4
SCV000741251	HP:0001250; HP:0002539; HP:0007018; HP:0010535; HP:0002572; HP:0000739; HP:0012167; HP:0002376	ATP1A2
SCV000741253	HP:0001249; HP:0001263; HP:0004322; HP:0001513; HP:0002591; HP:0000739; HP:0000486; HP:0002075; HP:0000464; HP:0000956; HP:0000964; HP:0000978	TRIO
SCV000741276	HP:0001263; HP:0001252; HP:0000252; HP:0004322; HP:0002019; HP:0000565; HP:0000545; HP:0000483; HP:0000389; HP:0000405; HP:0000470; HP:0000463; HP:0000286; HP:0009929; HP:0006610	TCF4
SCV000741277	HP:0001263; HP:0002020; HP:0002015; HP:0001508; HP:0001252; HP:0001250; HP:0001324; HP:0000545; HP:0001336; HP:0001273; HP:0007204; HP:0002880; HP:0000618; HP:0000347; HP:0000252; HP:0000337; HP:0000368; HP:3000022; HP:0000431; HP:0003196; HP:0000470; HP:0006610; HP:0000766; HP:0008347; HP:0001332; HP:0100033; HP:0001257; HP:0002910	GRIA3
SCV004171703	HP:0004322; HP:0008678; HP:0002098; HP:0000819	EYA1
SCV000692574	HP:0001251	CA8
SCV002073882	HP:0003212; HP:0002719	DOCK8
SCV000741328	HP:0001252; HP:0001263; HP:0001250; HP:0004322; HP:0001508; HP:0001382	STXBP1
SCV000741373	HP:0002652; HP:0005667; HP:0002650; HP:0002812; HP:0004322; HP:0001385; HP:0100807; HP:0010511; HP:0012531; HP:0001629; HP:0001631; HP:0002020; HP:0002321; HP:0001763; HP:0001288; HP:0000470; HP:0000768; HP:0000218; HP:0001555	COL2A1
SCV000741395	HP:0001249; HP:0001252; HP:0100021; HP:0001642; HP:0001631; HP:0000407; HP:0001508; HP:0000639; HP:0002020; HP:0000473; HP:0005469; HP:0040199; HP:0000341; HP:0007874; HP:0040080; HP:0000358; HP:0000215; HP:0000189; HP:0000160; HP:0000190; HP:0001212; HP:0001792; HP:0006970; HP:0012447	PQBP1
SCV000741402	HP:0012758; HP:0001508; HP:0000501; HP:0000518; HP:0000175; HP:0000405; HP:0001631; HP:0001629; HP:0001537; HP:0002023; HP:0001545; HP:0001770; HP:0000666; HP:0001288; HP:0003393; HP:0005722; HP:0001863; HP:0008800; HP:0003474; HP:0006532; HP:0002837; HP:0000956; HP:0001034; HP:0000280; HP:0011800; HP:0000303; HP:0000336; HP:0000494; HP:0000378; HP:0012471; HP:0000324	BCOR
SCV001447213	HP:0000175; HP:0000519; HP:0012197; HP:0000821; HP:0000568; HP:0004691; HP:0009381; HP:0001852; HP:0000276	BCOR
SCV000741426	HP:0001363; HP:0011800; HP:0000316; HP:0011803; HP:0009929; HP:0000369; HP:0000494; HP:0000431; HP:0000218; HP:0000470; HP:0001059; HP:0030084; HP:0001845	EFNB1
SCV000741477	HP:0002655; HP:0012758; HP:0001762; HP:0001385; HP:0001252; HP:0000256; HP:0001357; HP:0000324; HP:0000473; HP:0001260; HP:0002751; HP:0003202; HP:0003457	TRPV4
SCV000741496	HP:0000717; HP:0001249; HP:0001263; HP:0000154; HP:0010805; HP:0000215; HP:0011094; HP:0000306; HP:0000212; HP:0000343; HP:0000448; HP:0008589; HP:0000494; HP:0000729; HP:0000324	SMARCA2
SCV000741571	HP:0000752; HP:0000718; HP:0002019; HP:0011800; HP:0000574; HP:0002230; HP:0001007; HP:0000343; HP:0007665; HP:0000664; HP:0000505; HP:0001263	SMC1A
SCV000899257	HP:0030084; HP:0001763; HP:0200049; HP:0002019; HP:0008872; HP:0000646; HP:0000483; HP:0000577; HP:0000545; HP:0000010; HP:0001290; HP:0100852; HP:0007018; HP:0000717; HP:0000750; HP:0001256; HP:0100710; HP:0012758; HP:0100033; HP:0000718	PHIP
SCV001480202	HP:0002376; HP:0001270; HP:0000280; HP:0005280; HP:0004322; HP:0000256	IDS
SCV005382608	HP:0000486; HP:0002465	DDOST
SCV001446765	HP:0001332; HP:0007325; HP:0012049	KMT2B
SCV000741693	HP:0001263; HP:0001249; HP:0002069; HP:0002133; HP:0000369; HP:0001252; HP:0001250	CSNK2B
SCV005420286	HP:0001250; HP:0001336; HP:0002121; HP:0002353; HP:0002357	CSNK2B
SCV000741696	HP:0200043; HP:0012189; HP:0001508; HP:0000347; HP:0001249; HP:0000508; HP:0000407; HP:0001263; HP:0000252	DDX11
SCV000741720	HP:0003201; HP:0000718; HP:0001249; HP:0000739; HP:0000716; HP:0004322; HP:0000545; HP:0001508; HP:0002367; HP:0000286; HP:0000280; HP:0012385; HP:0002063; HP:0002080; HP:0002067; HP:0000772; HP:0000729; HP:0012758; HP:0001488	HIVEP2
SCV000741751	HP:0011343; HP:0006466; HP:0001257; HP:0002389; HP:0002359; HP:0000256; HP:0001276; HP:0002395; HP:0000545; HP:0002020	GATAD2B
SCV000741752	HP:0000960; HP:0000765; HP:0000414; HP:0000396; HP:0001252; HP:0001942; HP:0000280; HP:0000369; HP:0002557; HP:0002098; HP:0000308; HP:0010714; HP:0000268; HP:0000431; HP:0000494; HP:0000219; HP:0003128	SON
SCV000741774	HP:0003026; HP:0002705; HP:0000347; HP:0001382; HP:0000520; HP:0040064; HP:0200003; HP:0005280; HP:0002652; HP:0001591; HP:0000768	XYLT1
SCV000741794	HP:0001263; HP:0001252; HP:0001249; HP:0004322; HP:0004325; HP:0000280; HP:0001344; HP:0010863; HP:0000490; HP:0040189; HP:0012448	TBL1XR1
SCV000741823	HP:0001904; HP:0002240; HP:0100665; HP:0001945; HP:0011107	G6PD
SCV000741879	HP:0001263; HP:0001250; HP:0001249; HP:0000729; HP:0008762	AFF2
SCV004024591	HP:0001508; HP:0000407; HP:0001252; HP:0001263; HP:0002151; HP:0001943	MRPS2
SCV000741906	HP:0001263; HP:0001252; HP:0011968; HP:0200134; HP:0001508; HP:0001250; HP:0008936; HP:0002509; HP:0001344; HP:0007668	KCNQ5
SCV000741930	HP:0001263; HP:0001249; HP:0001250; HP:0000252; HP:0000268; HP:0100704; HP:0000639; HP:0002020; HP:0012622; HP:0001274; HP:0005957	ARID1B
SCV000741933	HP:0002827; HP:0001385; HP:0001760; HP:0011003; HP:0001288; HP:0003691; HP:0003307; HP:0001838; HP:0003270	EXOC6B
SCV000741934	HP:0001249; HP:0001263; HP:0001250; HP:0001252; HP:0001288; HP:0007018; HP:0001338; HP:0000041; HP:0000047; HP:0012450; HP:0000639; HP:0000483; HP:0000126; HP:0000076; HP:0000275; HP:0000303; HP:0000337; HP:0000506; HP:0000426; HP:0012503	ZEB2
SCV000741963	HP:0001332; HP:0001288; HP:0006466; HP:0001257; HP:0002312; HP:0001373; HP:0001260; HP:0001397; HP:0007394; HP:0012585; HP:0012611	KMT2B
SCV000742033	HP:0001249; HP:0001290; HP:0001250; HP:0005484; HP:0100704; HP:0000748; HP:0000054; HP:0000047; HP:0002019; HP:0002020; HP:0100633; HP:0001508; HP:0000325; HP:0000369; HP:0001338	ATRX
SCV000742036	HP:0001263; HP:0000717; HP:0001276; HP:0001290; HP:0012498; HP:0001943; HP:0012541; HP:0005484; HP:0001252; HP:0011413; HP:0012420	AP4B1
SCV000742088	HP:0011344; HP:0100704; HP:0001290	EMC1
SCV000742107	HP:0002007; HP:0002089; HP:0001538; HP:0002983; HP:0100337; HP:0000369; HP:0005716; HP:0000028; HP:0005280; HP:0005257; HP:0000260; HP:0000126; HP:0000904; HP:0008736	COL2A1
SCV000742161	HP:0001304; HP:0001762; HP:0000750; HP:0000365; HP:0002076; HP:0001250	KMT2B
SCV000742179	HP:0012758; HP:0002342; HP:0007018; HP:0002090; HP:0002107; HP:0002360; HP:0001324; HP:0000113; HP:0010832; HP:0001763; HP:0001377; HP:0000369; HP:0000494; HP:0000316; HP:0100702; HP:0003474	ADNP
SCV000742224	HP:0012420; HP:0002092; HP:0001508; HP:0002904; HP:0012818; HP:0001396; HP:0001642; HP:0001873	JAG1
SCV000742242	HP:0001252; HP:0001339; HP:0001488; HP:0007936; HP:0008936; HP:0000343; HP:0000964; HP:0001028	TUBA1A
SCV000742244	HP:0030052; HP:0007565; HP:0000997; HP:0000639; HP:0000572; HP:0000716	GPR143
SCV000742319	HP:0001263; HP:0001250; HP:0000718; HP:0000750; HP:0001270; HP:0001252; HP:0002353; HP:0001288; HP:0010529	KCNB1
SCV005382639	HP:0012622	COQ8B
SCV000742342	HP:0001252; HP:0012758; HP:0002307; HP:0001639; HP:0000519; HP:0000739; HP:0000975; HP:0004324	AGK
SCV000742415	HP:0001250; HP:0010819; HP:0010818; HP:0002197; HP:0012469; HP:0001263; HP:0010864; HP:0001344; HP:0001302; HP:0001288; HP:0000518; HP:0000486; HP:0001100; HP:0000718; HP:0002019; HP:0000303; HP:0000252	DYNC1H1
SCV000742420	HP:0002342; HP:0000739; HP:0001548; HP:0005616; HP:0000365; HP:0000175; HP:0000193; HP:0011800; HP:0000303; HP:0030025; HP:0100807; HP:0000486; HP:0009882; HP:0000363; HP:0001252; HP:0002141; HP:0000277; HP:0002020; HP:0002019; HP:0002307; HP:0001649	DDX3X
SCV000742443	HP:0001250; HP:0000717; HP:0001263; HP:0001344; HP:0000256; HP:0000954; HP:0001252; HP:0011856; HP:0100716; HP:0001355	KMT5B
SCV000742466	HP:0001263; HP:0001249; HP:0002373; HP:0000252; HP:0000405; HP:0000483; HP:0005469; HP:0011800; HP:0008551; HP:0000303; HP:0000664; HP:0002650	EHMT1
SCV000742541	HP:0012758; HP:0000256; HP:0001357; HP:0000337; HP:0001252; HP:0000486; HP:0000577; HP:0000646; HP:0001596; HP:0004467; HP:0000365; HP:0001601; HP:0002870; HP:0011109; HP:0002099; HP:0006970; HP:0000957; HP:0001212; HP:0100559; HP:0012450; HP:0000997; HP:0100711	ARID1B
SCV000680479	HP:0001260; HP:0002317; HP:0001310; HP:0002075; HP:0030186; HP:0001347	STUB1
SCV000681426	HP:0000609	PAX6
SCV000680077	HP:0001284; HP:0003693; HP:0006597; HP:0006829	IGHMBP2
SCV001622584	HP:0001251	SACS
SCV001447754	HP:0001263; HP:0001252; HP:0001382; HP:0000750; HP:0010862; HP:0002194; HP:0002361; HP:0000252	CHAMP1
SCV001451969	HP:0000252; HP:0001249; HP:0000752; HP:0000448; HP:0000470; HP:0000684	NCAPD2
SCV001960906	HP:0000293; HP:0000457; HP:0001769; HP:0040083; HP:0000735; HP:0000758; HP:0000817; HP:0100023; HP:0025112	CNTNAP2
SCV000746205	HP:0000408; HP:0000408; HP:0000408; HP:0000408; HP:0000408; HP:0000408; HP:0000408; HP:0000408; HP:0000408; HP:0000408; HP:0000408; HP:0000408; HP:0000408	MYO6
SCV001622764	HP:0001249; HP:0001999; HP:0100716; HP:0000718; HP:0000545; HP:0001344; HP:0000729; HP:0000104; HP:0000485; HP:0001007; HP:0002808; HP:0000365; HP:0004322	ARID1B
SCV001444766	HP:0001249; HP:0001274; HP:0030048; HP:0004322; HP:0000252; HP:0100021; HP:0006532; HP:0000395; HP:0000414; HP:0000767; HP:0001763; HP:0000396; HP:0001845; HP:0000411; HP:0002828; HP:0000341	ACTB
