ID	HPO_Terms	Diagnostic_Genes
UDN467147	HP:0001891; HP:0002090; HP:0001263; HP:0001332; HP:0001369; HP:0000252; HP:0002194; HP:0002725; HP:0000670	UNC93B1
UDN106466	HP:0002072; HP:0002078; HP:0003808; HP:0005988; HP:0002355; HP:0002474; HP:0002548; HP:0001257; HP:0001263; HP:0001332; HP:0001357; HP:0001508; HP:0012450; HP:0000252; HP:0000490; HP:0000506; HP:0000565; HP:0000639; HP:0000646; HP:0000750; HP:0000964; HP:0100559	UBA5
UDN742728	HP:0002616; HP:0001252; HP:0001263; HP:0002015; HP:0000787	HPRT1
UDN817437	HP:0001763; HP:0002136; HP:0002194; HP:0002673; HP:0002686; HP:0002761; HP:0001263; HP:0001266; HP:0001315; HP:0000218; HP:0000484; HP:0003186; HP:0003231; HP:0003808; HP:0004395; HP:0000565; HP:0000649; HP:0000938; HP:0100559; HP:0006710; HP:0006863; HP:0008897; HP:0010845; HP:0010850; HP:0010862; HP:0012450; HP:0012708; HP:0030147	PURA
UDN108961	HP:0002921; HP:0003552; HP:0003763; HP:0005484; HP:0006166; HP:0012116; HP:0012343; HP:0012463; HP:0012464; HP:0012469; HP:0012703; HP:0012734; HP:0012747; HP:0012766; HP:0025357; HP:0025456; HP:0030086; HP:0030329; HP:0031058; HP:0100022; HP:0006961; HP:0010819; HP:0001655; HP:0001891; HP:0002019; HP:0002020; HP:0002059; HP:0002099; HP:0002119; HP:0002123; HP:0001263; HP:0001290; HP:0001315; HP:0001317; HP:0001344; HP:0100704; HP:0200136; HP:0000577; HP:0000587; HP:0000938; HP:0000486; HP:0002187; HP:0002205; HP:0002353; HP:0002363; HP:0002376; HP:0002572; HP:0002747; HP:0002835; HP:0002870	CACNA1B
UDN435341	HP:0002955; HP:0002721; HP:0020089; HP:0033351	IKZF3
UDN195783	HP:0002212; HP:0002321; HP:0002376; HP:0001263; HP:0004370; HP:0008619; HP:0009830; HP:0001249; HP:0000545; HP:0100651	BRAF
UDN912530	HP:0001271; HP:0001272; HP:0003394; HP:0005150; HP:0002315; HP:0002460; HP:0000763; HP:0001638; HP:0001640; HP:0001644; HP:0011675; HP:0007002	TOP3A
UDN866589	HP:0002013; HP:0001250; HP:0001508; HP:0000925; HP:0002020; HP:0001943; HP:0010536; HP:0030084; HP:0200136; HP:0001317; HP:0002015; HP:0011097; HP:0008744; HP:0040288; HP:0004322; HP:0001263; HP:0002099; HP:0000964; HP:0001601; HP:0000508; HP:0012703; HP:0012766; HP:0012469; HP:0011968; HP:0001776; HP:0001290; HP:0100512; HP:0002870; HP:0012450; HP:0007099; HP:0000961; HP:0001891; HP:0000670; HP:0000041	TBL1XR1
UDN443731	HP:0001357; HP:0001508; HP:0002616; HP:0002835; HP:0005302; HP:0011968; HP:0001626; HP:0001631; HP:0001647; HP:0002019; HP:0002020; HP:0000286; HP:0000473	PRDM16
UDN590241	HP:0003487; HP:0006380; HP:0000750; HP:0002079; HP:0002376; HP:0002518; HP:0002540; HP:0000011; HP:0000358; HP:0031717; HP:0001257; HP:0001270; HP:0001332; HP:0001344; HP:0001371	FA2H
UDN732252	HP:0000639; HP:0000641; HP:0000763; HP:0001310; HP:0001751; HP:0002066; HP:0002136; HP:0007772; HP:0012735	RFC1
UDN071254	HP:0002360; HP:0002777; HP:0001014; HP:0001114; HP:0001249; HP:0001250; HP:0001263; HP:0001718; HP:0000256; HP:0000280; HP:0000316; HP:0000347; HP:0000369; HP:0000463; HP:0000519; HP:0006979; HP:0007957; HP:0004209	RAB5C
UDN208608	HP:0002194; HP:0001257; HP:0001288; HP:0001382; HP:0001531; HP:0007917; HP:0009623; HP:0011249; HP:0011272; HP:0001647; HP:0003196; HP:0006191; HP:0006349; HP:0000565; HP:0000717; HP:0000750; HP:0001172; HP:0000218; HP:0000232; HP:0000252; HP:0000369; HP:0000463; HP:0000484; HP:0012523; HP:0025045; HP:0030490; HP:0200136	CTNNB1
UDN372893	HP:0000238; HP:0000256; HP:0000268; HP:0000545; HP:0000737; HP:0000953; HP:0001010; HP:0007441; HP:0008763; HP:0010485; HP:0010845; HP:0011097; HP:0011220; HP:0002019; HP:0002020; HP:0002069; HP:0002079; HP:0001250; HP:0001290; HP:0001344; HP:0001355; HP:0012426; HP:0012469; HP:0012736; HP:0031717; HP:0100704; HP:0005072; HP:0005593; HP:0006610; HP:0002282; HP:0002540	MTOR
UDN275080	HP:0002863; HP:0003452; HP:0000093; HP:0001508; HP:0001510; HP:0002035; HP:0002020; HP:0003454; HP:0001873; HP:0000975; HP:0000023; HP:0005528; HP:0002024; HP:0002571; HP:0000047; HP:0002028; HP:0002027; HP:0008598; HP:0004387; HP:0004332; HP:0006266; HP:0000010; HP:0000041; HP:0032167; HP:0011342	SAMD9
UDN165047	HP:0002150; HP:0002155; HP:0002183; HP:0002194; HP:0002714; HP:0000639; HP:0000641; HP:0000687; HP:0000691; HP:0000729; HP:0000733; HP:0000739; HP:0000750; HP:0000771; HP:0000821; HP:0000855; HP:0000962; HP:0000987; HP:0000992; HP:0001054; HP:0001072; HP:0001123; HP:0001176; HP:0001212; HP:0001249; HP:0006721; HP:0006895; HP:0007350; HP:0007556; HP:0008185; HP:0009748; HP:0010609; HP:0010747; HP:0011307; HP:0011448; HP:0011623; HP:0012032; HP:0030431; HP:0032152; HP:0040091; HP:0045075; HP:0100559; HP:0100789; HP:0100807; HP:0200049; HP:0000081; HP:0000160; HP:0000233; HP:0000289; HP:0000293; HP:0000300; HP:0000303; HP:0000322; HP:0000324; HP:0000369; HP:0000414; HP:0000431; HP:0000490; HP:0000494; HP:0003028; HP:0003233; HP:0004322; HP:0005562; HP:0005616; HP:0005709; HP:0001263; HP:0001290; HP:0001392; HP:0001397; HP:0001647; HP:0001680; HP:0001716; HP:0001792; HP:0001814; HP:0001845; HP:0002066	SOX5
UDN396254	HP:0001252; HP:0001308; HP:0001321; HP:0001508; HP:0002376; HP:0007133; HP:0003199; HP:0005484; HP:0000648; HP:0011968	PLA2G6
UDN299525	HP:0001263; HP:0001284; HP:0001290; HP:0001508; HP:0002360; HP:0002389; HP:0002553; HP:0000160; HP:0000179; HP:0000232; HP:0000252; HP:0000316; HP:0000343; HP:0000358; HP:0000369; HP:0000430; HP:0000445; HP:0008551; HP:0011262; HP:0011266; HP:0000565; HP:0000612; HP:0006610; HP:0011800; HP:0045075	ATRX
UDN345959	HP:0001272; HP:0001288; HP:0002582; HP:0011443; HP:0025379; HP:0100502; HP:0000651; HP:0001249; HP:0000044	PRDX3
UDN432247	HP:0012453; HP:0012471; HP:0012785; HP:0006879; HP:0007034; HP:0007340; HP:0010783; HP:0011448; HP:0000194; HP:0000218; HP:0000356; HP:0000396; HP:0000549; HP:0000958; HP:0001152; HP:0002987; HP:0003044; HP:0003199; HP:0001272; HP:0001317; HP:0001332; HP:0002015; HP:0002063; HP:0002067; HP:0002191; HP:0002371; HP:0002505; HP:0002533	PSEN1
UDN256599	HP:0000964; HP:0001176; HP:0001249; HP:0001250; HP:0002066; HP:0001263; HP:0001344; HP:0000256; HP:0000486	GRIN2A
UDN418801	HP:0012393; HP:0012766; HP:0030043; HP:0100501; HP:0003089; HP:0003124; HP:0003312; HP:0003348; HP:0003445; HP:0003487; HP:0003508; HP:0003698; HP:0003701; HP:0004305; HP:0004322; HP:0004325; HP:0001251; HP:0001257; HP:0001260; HP:0001288; HP:0001310; HP:0000322; HP:0000483; HP:0000486; HP:0000505; HP:0001773; HP:0002061; HP:0002064; HP:0002066; HP:0002078; HP:0002120; HP:0002136; HP:0000577; HP:0000763; HP:0000767; HP:0000964; HP:0001138; HP:0001141; HP:0002151; HP:0002191; HP:0002194; HP:0002360; HP:0002376; HP:0002395; HP:0002406; HP:0002500; HP:0002505; HP:0002599; HP:0002657; HP:0002750; HP:0002788; HP:0100665; HP:0100711; HP:0100712; HP:0200136; HP:0006808; HP:0006958; HP:0006978; HP:0007811; HP:0008180; HP:0008316; HP:0008936; HP:0010794; HP:0011448	POLG2; AIFM1
UDN496308	HP:0002553; HP:0002558; HP:0001256; HP:0001263; HP:0011918; HP:0012871; HP:0002942; HP:0004691; HP:0005110; HP:0005824; HP:0000023; HP:0000365; HP:0000396; HP:0000540; HP:0000664; HP:0000696; HP:0000805; HP:0000965; HP:0001864; HP:0002076; HP:0007021; HP:0008115; HP:0008947	EHMT1
UDN601043	HP:0000565; HP:0000677; HP:0000717; HP:0001249; HP:0008499; HP:0008551; HP:0010863; HP:0011090; HP:0000256; HP:0000316; HP:0000483; HP:0000494; HP:0001263; HP:0001508; HP:0001513; HP:0004467; HP:0001763; HP:0001770; HP:0002020; HP:0002021; HP:0002186; HP:0002474; HP:0002591; HP:0002705; HP:0002857; HP:0002870	AUTS2
UDN308376	HP:0100704; HP:0200136; HP:0000549; HP:0000565; HP:0000639; HP:0000957; HP:0001027; HP:0001187; HP:0001212; HP:0001249; HP:0002197; HP:0002263; HP:0002305; HP:0002476; HP:0002540; HP:0002705; HP:0000003; HP:0000076; HP:0000154; HP:0000179; HP:0000232; HP:0000331; HP:0000336; HP:0000368; HP:0000391; HP:0000431; HP:0000490; HP:0008516; HP:0008807; HP:0009890; HP:0010055; HP:0010511; HP:0010665; HP:0011302; HP:0011344; HP:0011499; HP:0001833; HP:0002000; HP:0002003; HP:0002019; HP:0002058; HP:0002072; HP:0001290; HP:0001332; HP:0001344; HP:0001382; HP:0001583; HP:0004209; HP:0006143; HP:0006313	GABRG2
UDN400831	HP:0003199; HP:0004389; HP:0006532; HP:0002540; HP:0002553; HP:0002579; HP:0012450; HP:0025156; HP:0007018; HP:0009748; HP:0009763; HP:0000248; HP:0000316; HP:0000322; HP:0000396; HP:0000407; HP:0000514; HP:0000577; HP:0000637; HP:0000717; HP:0001822; HP:0002013; HP:0002027; HP:0002076; HP:0002099; HP:0001256; HP:0001263; HP:0001290; HP:0001508; HP:0001510	ACTG1
UDN524081	HP:0012384; HP:0000969; HP:0100537	ACVR1
UDN662150	HP:0001629; HP:0004325; HP:0006817; HP:0001250; HP:0001257; HP:0001263; HP:0001272; HP:0001317; HP:0001347; HP:0002509; HP:0011664	RBM28
UDN088379	HP:0006827; HP:0008043; HP:0008619; HP:0010794; HP:0010845; HP:0011296; HP:0011443; HP:0012056; HP:0012323; HP:0012707; HP:0025050; HP:0030213; HP:0030620; HP:0031058; HP:0002166; HP:0002167; HP:0002315; HP:0002345; HP:0002354; HP:0002599; HP:0002600; HP:0100512; HP:0100543; HP:0001251; HP:0001268; HP:0001272; HP:0001288; HP:0001488; HP:0003376; HP:0000739; HP:0000958; HP:0000543; HP:0001688; HP:0002059; HP:0002069; HP:0002077; HP:0002136	MT-TH
UDN215640	HP:0010863; HP:0011800; HP:0000708; HP:0000717; HP:0001249; HP:0002474; HP:0002591; HP:0001263; HP:0001270; HP:0001290; HP:0100786; HP:0000218; HP:0000256; HP:0000494	SET
UDN734331	HP:0006863; HP:0010863; HP:0000824; HP:0001152; HP:0002311; HP:0002395; HP:0002463; HP:0002064; HP:0002073; HP:0002078; HP:0001272; HP:0001288; HP:0001350; HP:0003236	MSTO1
UDN637957	HP:0001256; HP:0001263; HP:0001388; HP:0004942; HP:0008762; HP:0009884; HP:0025386; HP:0100033; HP:0000717; HP:0000722; HP:0000735; HP:0000736; HP:0000739; HP:0000752; HP:0001659; HP:0002650	SPTBN1
UDN987120	HP:0002269; HP:0002280; HP:0002334; HP:0002500; HP:0002538; HP:0007305; HP:0008807; HP:0000047; HP:0000252; HP:0000272; HP:0000322; HP:0000357; HP:0000358; HP:0000369; HP:0001396; HP:0001539; HP:0001642; HP:0002099; HP:0002118; HP:0002119; HP:0002120; HP:0100951; HP:0100952; HP:0002910; HP:0003279; HP:0003429; HP:0004322; HP:0004927; HP:0005144; HP:0005750; HP:0011951; HP:0012704; HP:0012765; HP:0012766; HP:0000637; HP:0000639; HP:0000819; HP:0000917	LZTR1
UDN031087	HP:0000256; HP:0002354	HEPACAM
UDN548284	HP:0001845; HP:0002046; HP:0007183; HP:0007616; HP:0009020; HP:0009904; HP:0010055; HP:0010485; HP:0010500; HP:0010780; HP:0000767; HP:0000965; HP:0001027; HP:0001076; HP:0002378; HP:0000448; HP:0003388; HP:0004209; HP:0012285; HP:0012371; HP:0012450; HP:0012523; HP:0012692; HP:0012748; HP:0025313; HP:0031987; HP:0001263; HP:0001290; HP:0001324	MORC2
UDN775372	HP:0007240; HP:0010544; HP:0000365; HP:0001251	FGF14
UDN577264	HP:0100807; HP:0100864; HP:0007200; HP:0007340; HP:0008081; HP:0008093; HP:0008762; HP:0008804; HP:0010628; HP:0010808; HP:0010864; HP:0011203; HP:0000648; HP:0000766; HP:0000925; HP:0000938; HP:0001155; HP:0001191; HP:0001239; HP:0002991; HP:0003083; HP:0003119; HP:0003182; HP:0003207; HP:0003319; HP:0003368; HP:0003396; HP:0003487; HP:0004269; HP:0004322; HP:0004325; HP:0004348; HP:0005743; HP:0005876; HP:0005916; HP:0005978; HP:0006149; HP:0001629; HP:0001631; HP:0001639; HP:0001643; HP:0001647; HP:0001655; HP:0001659; HP:0001717; HP:0001760; HP:0001763; HP:0001999; HP:0002069; HP:0002121; HP:0001263; HP:0001288; HP:0001382; HP:0000179; HP:0000232; HP:0000252; HP:0000270; HP:0000275; HP:0000276; HP:0000280; HP:0000403; HP:0000410; HP:0000411; HP:0000505; HP:0011917; HP:0012203; HP:0100009; HP:0002144; HP:0002360; HP:0002395; HP:0002650; HP:0002652; HP:0002659; HP:0002758; HP:0002817	TRAF7
UDN021466	HP:0001263; HP:0001310; HP:0001317; HP:0001320; HP:0001531; HP:0006863; HP:0007030; HP:0007350; HP:0008855; HP:0008936; HP:0010663; HP:0010780; HP:0011471; HP:0000729; HP:0012503; HP:0012506; HP:0012696; HP:0012708; HP:0012751; HP:0030190; HP:0040209; HP:0001771; HP:0002020; HP:0002070; HP:0002134; HP:0000020; HP:0000248; HP:0000252; HP:0000483; HP:0100702; HP:0100952; HP:0002236; HP:0002342; HP:0002363; HP:0002365; HP:0002376; HP:0002451; HP:0002505; HP:0002597; HP:0002607; HP:0003089; HP:0003785; HP:0004466; HP:0005616	KMT2B
UDN492740	HP:0003193; HP:0003212; HP:0004880; HP:0012393; HP:0001880; HP:0002027; HP:0002099; HP:0000964; HP:0001097; HP:0001581; HP:0100633	FLG
UDN786495	HP:0001688; HP:0002135; HP:0012450; HP:0000739; HP:0002150; HP:0002315; HP:0003174; HP:0003394; HP:0003418; HP:0003493; HP:0006162	SLC20A2
UDN179976	HP:0100543; HP:0001260; HP:0001284; HP:0001288; HP:0001349; HP:0001488; HP:0002936; HP:0003376; HP:0007141; HP:0007327; HP:0008962; HP:0009027; HP:0002075; HP:0002141; HP:0002370; HP:0002403; HP:0002460; HP:0002505; HP:0002527; HP:0000577; HP:0000822; HP:0001249; HP:0011800; HP:0030237; HP:0000218; HP:0000278; HP:0000341; HP:0000483	NUDT2
UDN747928	HP:0001733; HP:0001954; HP:0002027; HP:0002716; HP:0012431; HP:0012450; HP:0012514; HP:0012647; HP:0000750; HP:0100812; HP:0410018	SPINK1
UDN240087	HP:0045075; HP:0002521; HP:0002705; HP:0000219; HP:0000232; HP:0000347; HP:0000348; HP:0000463; HP:0000954; HP:0001181; HP:0001773; HP:0001800; HP:0003196; HP:0003270; HP:0005280; HP:0006334; HP:0006829; HP:0009928; HP:0010806; HP:0011310; HP:0011344; HP:0100559; HP:0100560	CACNA1E
UDN080666	HP:0000414; HP:0008428; HP:0002650; HP:0001508; HP:0030051; HP:0000589; HP:0004384; HP:0001771; HP:0001845; HP:0000568; HP:0004322; HP:0000430; HP:0001263	KDR
UDN532866	HP:0000717; HP:0000726; HP:0000752; HP:0005743; HP:0002028; HP:0002141; HP:0002354; HP:0002360; HP:0002376; HP:0002607; HP:0012444; HP:0012471; HP:0030214; HP:0001268; HP:0006919; HP:0008762; HP:0000020; HP:0000336; HP:0000400; HP:0000510	NAGLU
UDN371409	HP:0007190; HP:0008762; HP:0009623; HP:0010529; HP:0011448; HP:0004322; HP:0005469; HP:0005616; HP:0000574; HP:0000719; HP:0000733; HP:0000739; HP:0001181; HP:0002342; HP:0000340; HP:0000414; HP:0000448; HP:0000486; HP:0012412; HP:0012471; HP:0030891; HP:0033044; HP:0033725; HP:0001251; HP:0001257; HP:0001263; HP:0001347; HP:0002019; HP:0002066; HP:0002136	RAB11A
UDN174738	HP:0006380; HP:0000664; HP:0000717; HP:0001845; HP:0002015; HP:0002019; HP:0002020; HP:0001290; HP:0001531; HP:0011344; HP:0000020; HP:0000490; HP:0002650; HP:0002673; HP:0100543; HP:0100704	GRIN2B
UDN541459	HP:0001324; HP:0000577; HP:0000712; HP:0012395; HP:0012751; HP:0100512; HP:0003457; HP:0002191; HP:0002193; HP:0002315; HP:0002354; HP:0002359; HP:0002370; HP:0002500; HP:0002514; HP:0002538; HP:0100543; HP:0002066; HP:0002120; HP:0006970; HP:0006980; HP:0007010; HP:0007109; HP:0007377; HP:0008480; HP:0009027; HP:0010628	SNORD118
UDN622150	HP:0001060; HP:0100951; HP:0100952; HP:0200055; HP:0001718; HP:0001773; HP:0002091; HP:0002118; HP:0002119; HP:0002120; HP:0000066; HP:0000175; HP:0000252; HP:0000369; HP:0002269; HP:0002280; HP:0002500; HP:0002538; HP:0002870; HP:0007305; HP:0009759; HP:0009760; HP:0012385; HP:0012704; HP:0012765; HP:0012766; HP:0100258; HP:0002949; HP:0003199; HP:0003312; HP:0003422; HP:0003429; HP:0004322; HP:0004325; HP:0001319	TTN
UDN879086	HP:0012171; HP:0012469; HP:0000687; HP:0000733; HP:0000774; HP:0001182; HP:0001188; HP:0001250; HP:0007083; HP:0007874; HP:0007894; HP:0008527; HP:0010086; HP:0010747; HP:0001257; HP:0001263; HP:0001290; HP:0001315; HP:0001385; HP:0001508; HP:0100660; HP:0100704; HP:0100874; HP:0002236; HP:0002353; HP:0002360; HP:0002376; HP:0002553; HP:0002578; HP:0002579; HP:0002719; HP:0002720; HP:0002059; HP:0003049; HP:0003287; HP:0003717; HP:0004315; HP:0004691; HP:0005280; HP:0000066; HP:0000194; HP:0000218; HP:0000233; HP:0000248; HP:0000252; HP:0000276; HP:0000294; HP:0000470; HP:0000483	AFG2A
UDN688025	HP:0000016; HP:0000408; HP:0012745; HP:0100502; HP:0000622; HP:0000651; HP:0007340; HP:0008765; HP:0009830; HP:0003474; HP:0003482; HP:0004279; HP:0004887; HP:0002367; HP:0001283; HP:0002068; HP:0002078; HP:0002141	SLC52A3
UDN809320	HP:0000582; HP:0000960; HP:0001052; HP:0000076; HP:0000252; HP:0000316; HP:0000343; HP:0000347; HP:0000463; HP:0012762; HP:0040205; HP:0040209; HP:0040288; HP:0100022; HP:0009884; HP:0010845; HP:0002457; HP:0100703; HP:0001263; HP:0001290; HP:0001662; HP:0001762; HP:0002002; HP:0002020; HP:0004322	CHASERR; CITED2
UDN677988	HP:0007970; HP:0001263; HP:0001290; HP:0000505	AFG3L2
UDN386500	HP:0002242; HP:0002510; HP:0002566; HP:0002870; HP:0000567; HP:0000729; HP:0000808; HP:0001249; HP:0000048; HP:0100633; HP:0001250; HP:0001263; HP:0001332; HP:0001508; HP:0001647; HP:0001999; HP:0002013	ZEB2
UDN422465	HP:0000768; HP:0000914; HP:0000011; HP:0000189; HP:0000256; HP:0000470; HP:0000545; HP:0002194; HP:0002650; HP:0002827; HP:0002870; HP:0001284; HP:0001324; HP:0001385; HP:0001510; HP:0008947; HP:0010562; HP:0002987; HP:0003199; HP:0003391; HP:0003458; HP:0003701; HP:0006335; HP:0006380; HP:0001776; HP:0001852; HP:0002019; HP:0002091; HP:0031162	COL6A1
UDN327145	HP:0000360; HP:0011471; HP:0001284; HP:0001531; HP:0002039; HP:0002136; HP:0002315; HP:0002566; HP:0011964; HP:0012450; HP:0031629; HP:0002910; HP:0002936; HP:0003198; HP:0003201; HP:0003236; HP:0003324; HP:0003326; HP:0003390; HP:0003750; HP:0003765	HADHA
UDN789194	HP:0001028; HP:0002126; HP:0000028; HP:0000256; HP:0025104; HP:0007206; HP:0001290; HP:0001357; HP:0001528	PIK3CA
UDN201280	HP:0002943; HP:0002067; HP:0000407; HP:0001324; HP:0002166; HP:0002464; HP:0002510; HP:0007350	FITM2
UDN493862	HP:0009830; HP:0001268; HP:0001337; HP:0002166; HP:0002240; HP:0002354; HP:0002549	MT-TL1
UDN819200	HP:0012531; HP:0012721; HP:0012803; HP:0000551; HP:0000592; HP:0000953; HP:0000958; HP:0000964; HP:0001015; HP:0001028; HP:0001052; HP:0001058; HP:0001336; HP:0001337; HP:0001528; HP:0001548; HP:0003388; HP:0004209; HP:0004396; HP:0004948; HP:0005345; HP:0002094; HP:0002597; HP:0002624; HP:0007400; HP:0007412; HP:0007832; HP:0009920; HP:0010605; HP:0010741; HP:0010742; HP:0010783; HP:0011276; HP:0000483; HP:0000498; HP:0100559; HP:0200042; HP:3000037	GNAQ
UDN114525	HP:0001251; HP:0001260; HP:0001276; HP:0001337; HP:0002344; HP:0002376; HP:0002383; HP:0001638; HP:0001824; HP:0002067; HP:0010521; HP:0002960; HP:0003763	HTT
UDN137432	HP:0000238; HP:0000268; HP:0000316; HP:0000322; HP:0000341; HP:0000348; HP:0000369; HP:0000407; HP:0000463; HP:0000494; HP:0000505; HP:0000508; HP:0003196; HP:0003383; HP:0005280; HP:0006532; HP:0006855; HP:0007100; HP:0007182; HP:0007371; HP:0007894; HP:0007965; HP:0008398; HP:0009890; HP:0009891; HP:0011039; HP:0011229; HP:0002007; HP:0002015; HP:0002058; HP:0002120; HP:0001272; HP:0001283; HP:0001290; HP:0001349; HP:0001476; HP:0002188; HP:0002705; HP:0000586; HP:0000648; HP:0000762; HP:0001001; HP:0001028; HP:0001188; HP:0012450; HP:0012707; HP:0012762; HP:0045075	CNTNAP1
UDN870544	HP:0001252; HP:0001263; HP:0001508; HP:0002267; HP:0002540; HP:0003737; HP:0000486; HP:0000508	NALCN
UDN794371	HP:0012389; HP:0012692; HP:0031717; HP:0031936; HP:0033111; HP:0002637; HP:0002650; HP:0000648; HP:0000750; HP:0001249; HP:0001250; HP:0007105; HP:0002944; HP:0100864; HP:0410263; HP:0500135; HP:0002067	MCCC2
UDN458714	HP:0002360; HP:0002421; HP:0002538; HP:0001324; HP:0001508; HP:0000577; HP:0000639; HP:0000737; HP:0000975; HP:0001188; HP:0001249; HP:0006808; HP:0006829; HP:0006872; HP:0007663; HP:0007894; HP:0008777; HP:0010307; HP:0010846; HP:0011037; HP:0011344; HP:0011471; HP:0004396; HP:0005957; HP:0100660; HP:0100704; HP:0000508; HP:0001943; HP:0002058; HP:0002059; HP:0002079; HP:0011968; HP:0012795	SEPSECS
UDN438180	HP:0000646; HP:0000648; HP:0000657; HP:0001249; HP:0100702; HP:0001257; HP:0001288; HP:0001344; HP:0001371; HP:0000256; HP:0000365; HP:0012393; HP:0006466; HP:0002167; HP:0002169; HP:0002194; HP:0001761; HP:0001771; HP:0002021; HP:0002121; HP:0010857	MRPS34
UDN594825	HP:0000648; HP:0012443; HP:0012736; HP:0001250; HP:0001257; HP:0001263; HP:0001272; HP:0001290; HP:0001332; HP:0001344; HP:0000011; HP:0000483; HP:0100704; HP:0200136; HP:0008751; HP:0006528; HP:0002019; HP:0002059; HP:0002072; HP:0002119; HP:0002540; HP:0002579; HP:0002650	CAMK2B
UDN436536	HP:0002205; HP:0004313; HP:0001251; HP:0001263; HP:0000512; HP:0000556; HP:0000639; HP:0000648	EBF3
UDN674180	HP:0000465; HP:0000492; HP:0000514; HP:0000545; HP:0009060; HP:0002194; HP:0001252; HP:0001279; HP:0001284; HP:0001555; HP:0011664; HP:0011699; HP:0011717; HP:0030095; HP:0001061; HP:0002944; HP:0003198; HP:0003199; HP:0003438; HP:0003458; HP:0003484; HP:0003547; HP:0003698; HP:0004749; HP:0005162; HP:0005952; HP:0005988; HP:0200021; HP:0002091; HP:0002094; HP:0002141	TTN
UDN753472	HP:0001581; HP:0000951; HP:0000958; HP:0000988; HP:0003765; HP:0001880; HP:0030044; HP:0040189; HP:0200035; HP:0000403; HP:0000509	IQGAP1
UDN396346	HP:0006887; HP:0007018; HP:0007429; HP:0008422; HP:0010845; HP:0002944; HP:0003388; HP:0004610; HP:0005733; HP:0002197; HP:0002317; HP:0002345; HP:0002539; HP:0002650; HP:0002870; HP:0001634; HP:0002019; HP:0012444; HP:0025573; HP:0001336; HP:0001519; HP:0000218; HP:0000272; HP:0000385; HP:0000483; HP:0000876; HP:0001065; HP:0001166; HP:0001250	ATN1
UDN889016	HP:0002650; HP:0000063; HP:0002917; HP:0004322; HP:0006101; HP:0006336; HP:0011675; HP:0011910; HP:0001831; HP:0002099; HP:0002119; HP:0000637; HP:0000668; HP:0000958; HP:0001249	RNU4ATAC
UDN920898	HP:0000481; HP:0000545; HP:0002353; HP:0002835; HP:0001773; HP:0001831; HP:0002015; HP:0007301; HP:0011344; HP:0100703; HP:0004279; HP:0004322; HP:0005280; HP:0001252; HP:0001344; HP:0012443; HP:0040196; HP:0000565; HP:0000817; HP:0000821; HP:0000924; HP:0000975; HP:0001182; HP:0001250	MAGEL2
UDN092780	HP:0011800; HP:0001631; HP:0001643; HP:0005280; HP:0001263; HP:0001270; HP:0001298; HP:0100716; HP:0000577; HP:0000612; HP:0000718; HP:0000750; HP:0007010; HP:0010447; HP:0000003; HP:0000147; HP:0000160; HP:0000311; HP:0000403	SPOP
UDN980458	HP:0003324; HP:0004373; HP:0002540; HP:0002870; HP:0002015; HP:0002020; HP:0002061; HP:0000403; HP:0006986; HP:0007015; HP:0009062; HP:0001263	GCH1
UDN864401	HP:0010863; HP:0004325; HP:0000927; HP:0030043; HP:0001251; HP:0012393; HP:0012736; HP:0000613; HP:0000883; HP:0012431; HP:0003508; HP:0012378; HP:0001531; HP:0012377; HP:0001085; HP:0002761; HP:0000484; HP:0001988; HP:0000252; HP:0010665; HP:0012795; HP:0006979; HP:0010864; HP:0004322; HP:0012332; HP:0000713; HP:0006958; HP:0000463; HP:0003100; HP:0002141; HP:0200055; HP:0000089; HP:0011800; HP:0040303; HP:0000479; HP:0000737; HP:0006801; HP:0000240; HP:0002857; HP:0000938; HP:0012703; HP:0008551; HP:0001763; HP:0000729; HP:0001212; HP:0003212; HP:0012766; HP:0003502; HP:0011494; HP:0000505; HP:0002280; HP:0001290; HP:0002909; HP:0010804; HP:0001533; HP:0003390; HP:0002363; HP:0001773; HP:0012450; HP:0003162; HP:0012734; HP:0000622; HP:0006863; HP:0002066; HP:0011493; HP:0002119; HP:0012169; HP:0000407; HP:0002938; HP:0100737; HP:0012523; HP:0007957	PUS7
UDN899594	HP:0002970; HP:0003510; HP:0000577; HP:0000657; HP:0000664; HP:0030084; HP:0001256; HP:0001260; HP:0001290; HP:0001508; HP:0002657; HP:0002808; HP:0001738; HP:0001873; HP:0002007; HP:0100651; HP:0007750; HP:0000164; HP:0000252; HP:0000407; HP:0000483	EFL1
UDN656712	HP:0001290; HP:0002188; HP:0000252; HP:0000272; HP:0000316; HP:0000337; HP:0000400; HP:0000426; HP:0000430; HP:0000486; HP:0004322; HP:0005280; HP:0006380; HP:0002079; HP:0012110; HP:0025100; HP:0030047; HP:0032410; HP:0040082; HP:0007068; HP:0009123; HP:0010864; HP:0011344	DDX3X
UDN131350	HP:0000059; HP:0001531; HP:0001265; HP:0002066; HP:0000347; HP:0001319; HP:0009778; HP:0000648; HP:0001776; HP:0000396; HP:0009623; HP:0001263	ACTA1
