ID	HPO_Terms	Diagnostic_Genes
D_531751	HP:0001256; HP:0000256; HP:0001548; HP:0001250	DNMT3A
D_433449	HP:0001274; HP:0001332; HP:0000252; HP:0001250	VPS36
D_269612	HP:0000684; HP:0006094; HP:0002007; HP:0000293; HP:0001263; HP:0003102; HP:0009183; HP:0001382; HP:0100807; HP:0010511; HP:0001328; HP:0000098	TCF20
D_400685	HP:0001999; HP:0001328; HP:0002360; HP:0000750; HP:0002186	BCL11A
D_269644	HP:0100543; HP:0000490; HP:0002307; HP:0011166	SLC6A1
D_269645	HP:0010709; HP:0011304; HP:0001841	GLI3
D_531790	HP:0007737; HP:0000518; HP:0000662	RP1
D_269651	HP:0002208; HP:0000750; HP:0000494; HP:0000286; HP:0000369; HP:0003508; HP:0001642; HP:0000278; HP:0003196; HP:0000179	PTPN11
D_269662	HP:0000718; HP:0000717; HP:0008513; HP:0000750; HP:0002197; HP:0000484; HP:0001382; HP:0000256; HP:0011344; HP:0002360; HP:0000735	PTEN
D_269674	HP:0000248; HP:0000750; HP:0001263; HP:0002378; HP:0000316; HP:0007400; HP:0000735	HDAC8
D_433520	HP:0001680; HP:0007970; HP:0000028; HP:0002566; HP:0000252; HP:0003508; HP:0000219; HP:0001629	NR2F2
D_269740	HP:0001251; HP:0001260; HP:0001332; HP:0001263; HP:0002470; HP:0000639; HP:0000657; HP:0000602; HP:0001337	FRMD5
D_269755	HP:0002269; HP:0002023; HP:0002282; HP:0000047; HP:0003739; HP:0000639; HP:0001250; HP:0011344	FAT4
D_433613	HP:0012194; HP:0001249; HP:0002076; HP:0001250	ATP1A2
D_269819	HP:0002104; HP:0002069; HP:0002059; HP:0010576; HP:0000733; HP:0000648; HP:0002268; HP:0001328	IQSEC2
D_531974	HP:0011939; HP:0000729; HP:0004325; HP:0001263; HP:0000252; HP:0000160; HP:0006931; HP:0004322	BPTF
D_269842	HP:0005059; HP:0000280; HP:0000965; HP:0000347; HP:0000396; HP:0000448; HP:0011344; HP:0007687; HP:0000465	ANKRD11
D_269846	HP:0001776; HP:0000248; HP:0001169; HP:0000540; HP:0000316; HP:0001601; HP:0000343; HP:0011343; HP:0000736; HP:0001773; HP:0003196; HP:0000154	ACTG1
D_269848	HP:0009737; HP:0000256; HP:0011343; HP:0001250	GABRA1
D_269850	HP:0002019; HP:0002194; HP:0000750; HP:0003186; HP:0008598; HP:0011343; HP:0011833; HP:0011298; HP:0009650; HP:0000582; HP:0000431	PACS1
D_269858	HP:0008513; HP:0000175; HP:0002761; HP:0001263; HP:0000545; HP:0000201; HP:0005487; HP:0011607	ZIC3
D_433765	HP:0005306; HP:0000286; HP:0001263; HP:0000316; HP:0000369; HP:0000543; HP:0032388; HP:0004322; HP:0012810	KRAS
D_368233	HP:0000729; HP:0000750; HP:0200134; HP:0002342	KCNQ2
D_269952	HP:0000750; HP:0001263; HP:0000218; HP:0010485; HP:0010500; HP:0006919; HP:0007314	SRCAP; DCX
D_269953	HP:0004370; HP:0000463; HP:0000280; HP:0000750; HP:0005280; HP:0002307; HP:0001263; HP:0001510; HP:0002021; HP:0002783; HP:0002209; HP:0000154; HP:0001388	ARID1B
D_269970	HP:0003763; HP:0008872; HP:0000717; HP:0000733; HP:0002121; HP:0001263; HP:0010701; HP:0001028	SLC6A1; TNFRSF13B; TNFRSF13B
D_269973	HP:0003763; HP:0008872; HP:0000733; HP:0001263; HP:0010701; HP:0007334; HP:0001344	SLC6A1; TNFRSF13B; TNFRSF13B
D_269984	HP:0002118; HP:0000718; HP:0002002; HP:0002194; HP:0000750; HP:0002353; HP:0000218; HP:0000527; HP:0000411; HP:0000322; HP:0001328	MED13L
D_532136	HP:0000717; HP:0011343; HP:0011344	SCN2A
D_269993	HP:0200007; HP:0000729; HP:0006934; HP:0000490; HP:0000545; HP:0001830; HP:0011344; HP:0000322; HP:0000582; HP:0000505	YY1
D_270000	HP:0011073; HP:0001631; HP:0000324; HP:0011343; HP:0000588; HP:0006522; HP:0002650; HP:0004322	USP9X
D_270001	HP:0000283; HP:0010055; HP:0001169; HP:0003763; HP:0002019; HP:0000750; HP:0005280; HP:0008947; HP:0002007; HP:0002020; HP:0001263; HP:0000160; HP:0007021; HP:0003196; HP:0004322; HP:0000486; HP:0001182; HP:0006919	STXBP1
D_270003	HP:0001545; HP:0000824; HP:0000678; HP:0200021; HP:0000023; HP:0005676; HP:0001328; HP:0002144; HP:0000430; HP:0100779	TBX3
D_270010	HP:0001344; HP:0002208; HP:0002123; HP:0010864; HP:0011344	WDR45
D_270021	HP:0001018; HP:0011431; HP:0001263; HP:0000612	PUF60
D_270035	HP:0001601; HP:0011343; HP:0004481; HP:0010609; HP:0000176	PIK3CA
D_368346	HP:0001344; HP:0002187; HP:0001258	TUBB4A; KIDINS220
D_270046	HP:0001344; HP:0001650; HP:0011353; HP:0000729; HP:0001552; HP:0003763; HP:0005280; HP:0002714; HP:0002020; HP:0001263; HP:0000272; HP:0000733; HP:0011220; HP:0004322; HP:0002360; HP:0000486; HP:0100874; HP:0000219	GATAD2B
D_433887	HP:0001999; HP:3000077; HP:0000377; HP:0000413; HP:0030084; HP:0000316; HP:0001249; HP:0010864; HP:0000384; HP:0004322	LARP7
D_270053	HP:0000377; HP:0007385; HP:0000252; HP:0000347; HP:0001212; HP:0000448	NOTCH1
D_270066	HP:0008544; HP:0000718; HP:0000750; HP:0000494; HP:0002141; HP:0010864	H1-4
D_532212	HP:0001776; HP:0000453; HP:0100867; HP:0001508; HP:0000752; HP:0002245; HP:0000252; HP:0011344; HP:0004322; HP:0001629	MED12
D_270073	HP:0011063; HP:0001263; HP:0010747; HP:0010291; HP:0011107; HP:0009909	DNMT3A
D_433920	HP:0001488; HP:0000750; HP:0001288; HP:0001263; HP:0000252; HP:0000347; HP:0000733; HP:0000774; HP:0000388; HP:0005257; HP:0001388	PHIP
D_270081	HP:0005709; HP:0000248; HP:0001263	PHIP
D_270091	HP:0005930; HP:0008619; HP:0012427; HP:0003085; HP:0006335; HP:0009466; HP:0006336; HP:0003302; HP:0005619	TRAF7
D_270096	HP:0001999; HP:0000717; HP:0001263; HP:0000365; HP:0000486	MYO7A
D_270099	HP:0001760; HP:0001348; HP:0000280; HP:0001347; HP:0000998; HP:0011343; HP:0002064; HP:0001257	NEXMIF
D_270109	HP:0001631; HP:0008689; HP:0000175; HP:0001363; HP:0006101; HP:0000648; HP:0002098; HP:0001171	KAT6B
D_270115	HP:0004691; HP:0001252; HP:0011343; HP:0005487; HP:0004322; HP:0001388	SETD5
D_532259	HP:0000855; HP:0000256; HP:0002342; HP:0000729; HP:0005616; HP:0000303; HP:0001513; HP:0000307; HP:0000098; HP:0000431; HP:0040080; HP:0045025; HP:0000750; HP:0000956; HP:0010609	MYH7
D_270118	HP:0000306; HP:0011448; HP:0001348; HP:0002020; HP:0001176; HP:0000637; HP:0000256; HP:0000400; HP:0011343; HP:0001548; HP:0010535	NSD1
D_532263	HP:0000718; HP:0007018; HP:0000717; HP:0002607; HP:0000414; HP:0000750; HP:0002376; HP:0001249; HP:0000341; HP:0011917; HP:0004689; HP:0002360	TRRAP
D_532266	HP:0001382; HP:0006304; HP:0001500; HP:0001385; HP:0000664; HP:0100259; HP:0000369; HP:0012622; HP:0000319; HP:0000455; HP:0001263; HP:0008504; HP:0002194; HP:0500093; HP:0002037; HP:0000110; HP:0000431; HP:0000750; HP:0031346; HP:0004322	SALL1
D_368432	HP:0001627; HP:0000316; HP:0002162; HP:0003764; HP:0004482; HP:0040180	MAP2K2
D_270129	HP:0001344; HP:0000483; HP:0000280; HP:0002066; HP:0001263; HP:0002378; HP:0001276; HP:0000400; HP:0000545; HP:0000194; HP:0001250	DHX30
D_532294	HP:0002901; HP:0000256; HP:0011220; HP:0004322; HP:0000935	FAM111A
D_270154	HP:0001488; HP:0000964; HP:0000712; HP:0002342; HP:0009765; HP:0002938; HP:0000252; HP:0005487; HP:0000426	ZNF462
D_270155	HP:0001344; HP:0002236; HP:0002395; HP:0000252; HP:0001838; HP:0011344; HP:0000486; HP:0001762; HP:0100333; HP:0009062	AUTS2
D_368461	HP:0002398; HP:0012110; HP:0002365; HP:0001321; HP:0002804	COASY
D_368464	HP:0002398; HP:0002120; HP:0002803; HP:0002365; HP:0001321	COASY
D_270216	HP:0000248; HP:0004209; HP:0000028; HP:0000324; HP:0001263; HP:0000771; HP:0000047; HP:0000637; HP:0000369; HP:0000252; HP:0010877; HP:0000426; HP:0010291; HP:0001799; HP:0000664; HP:0001182	PHF8
D_270217	HP:0001999; HP:0000750; HP:0001263	PHF8
D_270229	HP:0002019; HP:0011097; HP:0002254; HP:0000252; HP:0001212; HP:0001250; HP:0000486	SCN2A
D_270250	HP:0002187; HP:0000648; HP:0001250; HP:0002353; HP:0000253; HP:0000639	PIGT
D_270257	HP:0001000; HP:0000286; HP:0000324; HP:0001263; HP:0000316; HP:0001053; HP:0011220; HP:0000200; HP:0001863	GATAD2B
D_270263	HP:0011003; HP:0000272; HP:0007133	PRX; COL9A3
D_401336	HP:0004468; HP:0005612; HP:0008513; HP:0000316; HP:0005008; HP:0001607	FLNB
D_270265	HP:0200007; HP:0002305; HP:0000455; HP:0006191; HP:0001869; HP:0000490; HP:0000252	SMARCA4
D_270289	HP:0000750; HP:0001510; HP:0000252; HP:0000473	ZSWIM6
D_270306	HP:0001250; HP:0000253; HP:0002187	PIGT
D_270343	HP:0000708; HP:0000280; HP:0100543; HP:0000256; HP:0002360	MECP2
D_270350	HP:0000463; HP:0000280; HP:0000286; HP:0010628; HP:0002236; HP:0000348; HP:0000316; HP:0000287; HP:0010804; HP:0009909	NRAS
D_303124	HP:0003756; HP:0003691; HP:0001388; HP:0003391; HP:0000508; HP:0003236; HP:0000194	TTN
D_270360	HP:0000739; HP:0008915; HP:0011343	PRMT7
D_270362	HP:0000077; HP:0008527; HP:0001290; HP:0001263; HP:0000126	RMND1
D_532507	HP:0000276; HP:0000998; HP:0001382; HP:0000957; HP:0000739; HP:0002028; HP:0002360; HP:0001249; HP:0001342; HP:0003189; HP:0008070; HP:0000275; HP:0011968; HP:0001894; HP:0000430; HP:0000220; HP:0000218; HP:0002299; HP:0000821; HP:0005487; HP:0001250	CBL
D_303132	HP:0000534; HP:0010490; HP:0000713; HP:0000729; HP:0002019; HP:0002188; HP:0002194; HP:0002236; HP:0001290; HP:0002761; HP:0006979	BCL11A
D_532508	HP:0002032; HP:0009536; HP:0002020; HP:0000076; HP:0002021; HP:0002474; HP:0000343; HP:0001943; HP:0012385; HP:0000248; HP:0000252; HP:0001250; HP:0000540; HP:0002553; HP:0003196; HP:0002194; HP:0000072	RERE; COL3A1
D_532511	HP:0002071; HP:0000463; HP:0000483; HP:0007018; HP:0010665; HP:0000490; HP:0002194; HP:0000750; HP:0000494; HP:0001263; HP:0000540; HP:0001256; HP:0000637; HP:0000294; HP:0007412; HP:0010807; HP:0004322; HP:0000319; HP:0000664; HP:0000574	WAC
D_270383	HP:0000729; HP:0011343; HP:0005484	MECP2
D_303155	HP:0008936; HP:0002194; HP:0000750; HP:0002342; HP:0004305; HP:0007002; HP:0002068; HP:0003065; HP:0002650; HP:0000977	DYNC1H1
D_303171	HP:0011923; HP:0008314; HP:0008347; HP:0011343; HP:0005484	ERCC6
D_303172	HP:0001263; HP:0001250; HP:0100842	NDUFAF8
D_532552	HP:0000455; HP:0001680; HP:0002194; HP:0000286; HP:0011621; HP:0001263; HP:0001249; HP:0001653; HP:0006863; HP:0400005; HP:0002360; HP:0000319; HP:0045075; HP:0000486; HP:0005180; HP:0000431	ASH1L
D_303182	HP:0100022; HP:0001626; HP:0001321; HP:0100021; HP:0008527; HP:0002376; HP:0002075; HP:0006094; HP:0010485; HP:0010500; HP:0030890; HP:0001347; HP:0001276; HP:0001250; HP:0002503	HSD17B4
D_532558	HP:0000377; HP:0001647; HP:0008689; HP:0012385; HP:0002020; HP:0002020; HP:0001263; HP:0012418; HP:0001653; HP:0000194; HP:0001212; HP:0004322; HP:0000220	PPM1D
D_270424	HP:0007328; HP:0000252; HP:0011343; HP:0001212	FH
D_270426	HP:0000272; HP:0000396; HP:0007874; HP:0001357	EHMT1
D_270428	HP:0000272; HP:0000396; HP:0007874; HP:0001357	EHMT1
D_303199	HP:0000549; HP:0001320; HP:0007204; HP:0008872; HP:0006850; HP:0000601; HP:0000691; HP:0011343; HP:0005484; HP:0000219	TUBB3
D_303206	HP:0002518; HP:0007859; HP:0000028; HP:0011003; HP:0011342	ARID1B
D_303207	HP:0001272; HP:0002470; HP:0000657; HP:0011398	ITPR1
D_303215	HP:0000581; HP:0005769; HP:0001263; HP:0001007; HP:0000252; HP:0004322; HP:0000664	CREBBP
D_303217	HP:0007874; HP:0001545; HP:0000316; HP:0001263; HP:0000505; HP:0000294; HP:0000252; HP:0000829; HP:0000582; HP:0000426	TTC5
D_303218	HP:0007429; HP:0001028; HP:0011343	GLMN
D_303223	HP:0000286; HP:0000601; HP:0011343; HP:0000486; HP:0000664; HP:0000219	SMARCA2
D_303225	HP:0002118; HP:0000286; HP:0001290; HP:0011343; HP:0000486; HP:0000664; HP:0001883; HP:0000219	SMARCA2
D_303226	HP:0010518; HP:0009909; HP:0001629; HP:0000519; HP:0001631	BCOR
D_270463	HP:0000750; HP:0000953; HP:0000256; HP:0001328	NFIB
D_303232	HP:0100704; HP:0001347; HP:0011344	GRIN2A
D_270465	HP:0002069; HP:0002020; HP:0001263; HP:0010307	GNAO1
D_270467	HP:0000717; HP:0001771; HP:0000708; HP:0000028; HP:0001263; HP:0100023	SMAD4
D_270475	HP:0100767; HP:0001344; HP:0000248; HP:0000518; HP:0000612; HP:0000639; HP:0002205; HP:0011344	TRAF7
D_303260	HP:0010714; HP:0001999; HP:0000463; HP:0000708; HP:0000678; HP:0004425; HP:0000218; HP:0009748; HP:0000343; HP:0008762; HP:0011344; HP:0000350; HP:0000431; HP:0001388	ANKRD11
D_303270	HP:0001488; HP:0000369; HP:0011342; HP:0007565; HP:0001642; HP:0004322	NF1; CBL
D_303275	HP:0004691; HP:0006483; HP:0000153; HP:0000191; HP:0100258; HP:0100334	OFD1
D_368813	HP:0100738; HP:0000729; HP:0000750; HP:0001256; HP:0025502	SETD1B
D_270510	HP:0000276; HP:0002197; HP:0001357; HP:0001336; HP:0002353; HP:0011166; HP:0000049; HP:0002119; HP:0011344; HP:0002392	CHD2
D_303280	HP:0000750; HP:0000232; HP:0002373; HP:0010511; HP:0011344	SYNGAP1
D_270513	HP:0006834; HP:0011167; HP:0002197; HP:0001250; HP:0011344	PCDH19
D_303301	HP:0004327; HP:0001166; HP:0005830; HP:0001765; HP:0000218; HP:0001256; HP:0001220; HP:0000347; HP:0001701; HP:0000407; HP:0000325	NSD1
D_270543	HP:0002793; HP:0002136; HP:0003763; HP:0002307; HP:0000733; HP:0000426; HP:0001250; HP:0011344; HP:0010044; HP:0010047; HP:0000486; HP:0001182; HP:0000431	HNRNPU
D_303315	HP:0004209; HP:0001814; HP:0007429; HP:0000256; HP:0001270	PIK3CA
D_270548	HP:0100851; HP:0000248; HP:0002066; HP:0000252; HP:0001264	CTNNB1
D_270550	HP:0001169; HP:0011304; HP:0000750; HP:0000964; HP:0000286; HP:0000232; HP:0010803; HP:0000316; HP:0010808; HP:0000322; HP:0001328; HP:0001182; HP:0000179; HP:0000215; HP:0000431; HP:0000445	RPS6KA3
D_303318	HP:0000483; HP:0000717; HP:0002342; HP:0000303; HP:0005406	MED13L
D_270552	HP:0011328; HP:0001283; HP:0002019; HP:0002020; HP:0001263; HP:0000348; HP:0000316; HP:0003186; HP:0001357	KDM5B
D_303322	HP:0002019; HP:0001263; HP:0001385; HP:0001252; HP:0000252; HP:0011369; HP:0003764; HP:0000960; HP:0001388	CLP1
D_303331	HP:0001317; HP:0001274; HP:0010627; HP:0010793; HP:0001849; HP:0000047; HP:0010864; HP:0011330; HP:0000609; HP:0001839; HP:0001171; HP:0001180	ARID1A
D_270567	HP:0004691; HP:0002099; HP:0007018; HP:0000717; HP:0000248; HP:0000750; HP:0000964; HP:0002265; HP:0000276; HP:0001763; HP:0000411; HP:0002098; HP:0001328; HP:0002558	FRMPD4
D_270573	HP:0001156; HP:0000750; HP:0001611; HP:0000736; HP:0004322; HP:0000325; HP:0000154; HP:0000431	SETD5
D_270585	HP:0000028; HP:0001263; HP:0000252; HP:0000664; HP:0001007	SETD5
D_303355	HP:0000286; HP:0002236; HP:0002857; HP:0001256; HP:0011365; HP:0001763; HP:0000358; HP:0001250; HP:0004322; HP:0001956	MC4R
D_303367	HP:0002286; HP:0001249; HP:0000252; HP:0000486	CTNNB1
D_303380	HP:0000160; HP:0002236; HP:0007328; HP:0002342; HP:0009909; HP:0010862; HP:0010677; HP:0002591; HP:0004482; HP:0100716; HP:0008915; HP:0000337; HP:0011927; HP:0000369; HP:0006979; HP:0000483; HP:0001270; HP:0001852; HP:0000248; HP:0000750	RAI1
D_303391	HP:0000717; HP:0001488; HP:0000337; HP:0011343; HP:0200021; HP:0000494	PTEN
D_270635	HP:0001999; HP:0001263; HP:0001357; HP:0001642	CSNK2A1; BRAF
D_434476	HP:0001263; HP:0002917; HP:0005567; HP:0001250	CNNM2
D_303406	HP:0000490; HP:0011097; HP:0000347; HP:0001336; HP:0002126; HP:0011344	WDR62
D_270642	HP:0011968; HP:0001263; HP:0001250	KCNQ2
D_270643	HP:0001377; HP:0000303; HP:0000574; HP:0000219; HP:0000445; HP:0007598; HP:0001643; HP:0000482; HP:0004209; HP:0000582; HP:0001795; HP:0000581	SMAD4
D_434485	HP:0001256; HP:0001132; HP:0000520; HP:0004322	ASPH
D_270662	HP:0004691; HP:0008936; HP:0002342; HP:0002070; HP:0005484; HP:0002078	ITPR1
D_270664	HP:0001344; HP:0000717; HP:0002373; HP:0006094; HP:0001263; HP:0010829; HP:0010864; HP:0004305; HP:0010877; HP:0000749; HP:0011352; HP:0000914; HP:0004704; HP:0001831; HP:0002360; HP:0002942; HP:0000154	SLC6A8
D_303433	HP:0001623; HP:0001249; HP:0001382; HP:0000252; HP:0001319	PURA
D_270666	HP:0000271; HP:0007018; HP:0010862; HP:0002194; HP:0000750; HP:0000252	POGZ
D_303435	HP:0002188; HP:0001290; HP:0011343; HP:0001250	RSRC1
D_532812	HP:0000717; HP:0000750; HP:0001249	FOXP2
D_270673	HP:0000400; HP:0008872; HP:0008619; HP:0000233; HP:0000347; HP:0000248; HP:0001629; HP:0000960; HP:0011470	TAF1
D_303448	HP:0001274; HP:0001263; HP:0000365; HP:0001250	ZBTB20
D_270682	HP:0001623; HP:0004209; HP:0002019; HP:0000750; HP:0004881; HP:0002066; HP:0010877; HP:0000253; HP:0010808; HP:0011344; HP:0000582	DDX3X
D_303460	HP:0011351; HP:0000179; HP:0002342; HP:0002194; HP:0011937; HP:0011345; HP:0001263; HP:0010808; HP:0000540; HP:0005420; HP:0000194; HP:0000365; HP:0007274; HP:0000581; HP:0001270	MED13L
D_303462	HP:0001274; HP:0000280; HP:0011335; HP:0008398; HP:0011344; HP:0002209	ARID1B
D_303467	HP:0001476; HP:0000750; HP:0012098; HP:0011968; HP:0002213; HP:0000365; HP:0100326; HP:0100876; HP:0011343; HP:0001319; HP:0001773; HP:0000219; HP:0000582	ANKRD11
D_303469	HP:0006989; HP:0002395; HP:0000639; HP:0001763; HP:0002497	EBF3
D_303473	HP:0002069; HP:0001263; HP:0000294; HP:0000369; HP:0000252; HP:0012105; HP:0000574; HP:0011357	SLC9A6
D_303475	HP:0002500; HP:0002069; HP:0001263; HP:0000294; HP:0000369; HP:0000252; HP:0011357	SLC9A6
D_303476	HP:0002136; HP:0001290; HP:0001263; HP:0000023; HP:0006970; HP:0100023; HP:0000486	NAA15
D_303480	HP:0000239; HP:0000193; HP:0002825; HP:0001943; HP:0002119; HP:0002553; HP:0001791; HP:0000358; HP:0002011; HP:0000047; HP:0001541; HP:0100519; HP:0002170; HP:0002088; HP:0000369; HP:0000494; HP:0008472; HP:0001833; HP:0000218; HP:0003196; HP:0000204; HP:0005099; HP:0000089; HP:0000431	FGFR2
D_434574	HP:0100704; HP:0002072; HP:0001332; HP:0200134; HP:0000565; HP:0011471; HP:0010818; HP:0012469; HP:0002187; HP:0000639	NTRK2
D_270740	HP:0002069; HP:0002136; HP:0002266; HP:0002121; HP:0000966; HP:0000691; HP:0000733; HP:0100023; HP:0005484; HP:0006863; HP:0011344; HP:0000687	SLC13A5
D_270743	HP:0000708; HP:0100543; HP:0001250	KCNB1
D_532891	HP:0007209; HP:0008689; HP:0004209; HP:0410279; HP:0009902; HP:0000172; HP:0100021; HP:0010812; HP:0004691; HP:0004395; HP:0000568; HP:0000369; HP:0008513; HP:0000324; HP:0001288; HP:0001263; HP:0003196; HP:0002015; HP:0012762; HP:0000268; HP:0001250; HP:0008936; HP:0002719	GJA1
D_532892	HP:0001274; HP:0000739; HP:0011675; HP:0100739; HP:0000405; HP:0001263; HP:0030148; HP:0001249; HP:0000256; HP:0001513; HP:0000010; HP:0000486; HP:0030757; HP:0000122; HP:0002119	NFIA
D_401826	HP:0000717; HP:0011081; HP:0011344; HP:0000664	SCN2A
D_401830	HP:0100702; HP:0002007; HP:0008897; HP:0000729; HP:0000455; HP:0040080; HP:0005709; HP:0100716; HP:0000687; HP:0012225; HP:0011343	CTNNB1
D_434598	HP:0000589; HP:0001263; HP:0002172	CDC42BPB
D_401837	HP:0000319; HP:0008850; HP:0000219; HP:0002714; HP:0001488; HP:0000463; HP:0040080; HP:0005709; HP:0011343; HP:0000369	DHCR7
D_532912	HP:0001256; HP:0012758; HP:0001250; HP:0004322	SLC12A2
D_270776	HP:0002500; HP:0002516; HP:0000256; HP:0011343; HP:0002360	RAC1
D_270778	HP:0000718; HP:0000494; HP:0002286; HP:0001382; HP:0011344; HP:0002360	ADNP
D_303551	HP:0000248; HP:0002780; HP:0000490; HP:0000494; HP:0000527; HP:0009765; HP:0011343; HP:0000307; HP:0003508; HP:0100703; HP:0000154	TRIP12
D_303557	HP:0000750; HP:0001263; HP:0005484	TUSC3
D_369095	HP:0000377; HP:0000965; HP:0200042; HP:0200029	STING1
D_270793	HP:0000280; HP:0011343; HP:0001763; HP:0003508; HP:0002650; HP:0011171	TRRAP
D_303562	HP:0011097; HP:0000486; HP:0001263; HP:0000286; HP:0000411	SLC13A5
D_303565	HP:0002015; HP:0000286; HP:0001290; HP:0001263; HP:0001601; HP:0000252; HP:0005487	POLR1C
D_270799	HP:0007359; HP:0000316; HP:0011340; HP:0007165; HP:0008897; HP:0011344	MAP2K1
D_270803	HP:0007598; HP:0000248; HP:0000378; HP:0000750; HP:0006094; HP:0000369; HP:0000252; HP:0004322; HP:0000582; HP:0000445	QRICH1; BPTF
D_270804	HP:0000248; HP:0001836; HP:0004209; HP:0000286; HP:0002236; HP:0001822; HP:0010864; HP:0003186; HP:0001382; HP:0001763; HP:0005484; HP:0011344; HP:0002360	GNAI1
D_303582	HP:0000414; HP:0002247; HP:0000348; HP:0002827; HP:0001382; HP:0011343; HP:0006610	KANSL1
D_270818	HP:0000377; HP:0001274; HP:0001631; HP:0009185; HP:0000998; HP:0000252; HP:0011343; HP:0004322; HP:0000233	CDK13
D_270822	HP:0002136; HP:0002019; HP:0000303; HP:0006970; HP:0001250; HP:0011344; HP:0002944; HP:0000325; HP:0001537; HP:0000154; HP:0000687	EHMT1
D_270826	HP:0000028; HP:0001252; HP:0010864; HP:0004482; HP:0000664; HP:0001956; HP:0006919	ADNP
D_270828	HP:0002307; HP:0010864; HP:0000749; HP:0001338; HP:0001250; HP:0004322	WDR45
D_270830	HP:0100851; HP:0000504; HP:0002194; HP:0000750; HP:0003781; HP:0001263; HP:0000733; HP:0001557; HP:0000742; HP:0011344; HP:0000486; HP:0002789	TCF4
D_303598	HP:0000248; HP:0001156; HP:0011343; HP:0000253	PPM1D
D_303600	HP:0009879; HP:0000486; HP:0001263; HP:0002533; HP:0010808	CTNNB1
D_270836	HP:0011400; HP:0002020; HP:0001263; HP:0000737; HP:0001319; HP:0000609; HP:0000486	FOXG1
D_270842	HP:0000750; HP:0001187; HP:0011343; HP:0000733; HP:0001513; HP:0005490	POGZ
D_270857	HP:0000729; HP:0100543; HP:0001028; HP:0000316; HP:0002268; HP:0001250	CDK13
D_303631	HP:0004209; HP:0006989; HP:0002197; HP:0011343; HP:0000486	GRIN1
D_303633	HP:0000280; HP:0002019; HP:0000750; HP:0001252; HP:0001382; HP:0011344; HP:0000664; HP:0000574	SYNGAP1
D_303637	HP:0000729; HP:0000337; HP:0002212; HP:0002714; HP:0002236; HP:0001263; HP:0000303; HP:0009099; HP:0003196; HP:0001682; HP:0000325	RAD21
D_303638	HP:0001802; HP:0007370; HP:0001488; HP:0000452; HP:0000175; HP:0001305; HP:0001804; HP:0010864; HP:0000691; HP:0000733; HP:0001319; HP:0002558; HP:0009891	ARID1A
D_434711	HP:0001999; HP:0000316; HP:0000252; HP:0000767; HP:0004322	KMT2A
D_303641	HP:0003429; HP:0001288; HP:0000748; HP:0100023; HP:0001250; HP:0100716; HP:0011344	IQSEC2
D_303643	HP:0007270; HP:0000337; HP:0000750; HP:0000958; HP:0002373; HP:0002123; HP:0002121; HP:0004324; HP:0000311; HP:0000331	PIGN
D_303644	HP:0000729; HP:0001382; HP:0000252	SHANK2
D_270878	HP:0001090; HP:0000337; HP:0005306; HP:0002194; HP:0005280; HP:0000494; HP:0007413; HP:0000331; HP:0001629; HP:0000431	PPP1CB
D_401954	HP:0001999; HP:0002194; HP:0001263; HP:0000238; HP:0100710; HP:0001256; HP:0002463; HP:0000744; HP:0000256; HP:0002357	CNOT3
D_270889	HP:0007239; HP:0002020; HP:0000384; HP:0000505	ATP1A2
D_270890	HP:0007239; HP:0002020; HP:0000252; HP:0000384; HP:0000505	ATP1A2
D_270901	HP:0001999; HP:0100543; HP:0000696; HP:0000680; HP:0000750; HP:0002213; HP:0001263; HP:0007096; HP:0010830; HP:0000294; HP:0010877; HP:0007021; HP:0001763; HP:0002205	SMARCB1
D_270903	HP:0004691; HP:0001647; HP:0005280; HP:0002714; HP:0000286; HP:0002020; HP:0011344	KMT2A
D_303680	HP:0010722; HP:0000635; HP:0000405; HP:0000494; HP:0000286; HP:0000126; HP:0000540; HP:0000316; HP:0005278; HP:0000343; HP:0000369; HP:0000396; HP:0009237; HP:0003196; HP:0000954; HP:0001792; HP:0000486; HP:0000430; HP:0000535	PTPN11
D_270915	HP:0000729; HP:0000414; HP:0006184; HP:0009921; HP:0000160	CTCF
D_270916	HP:0002070; HP:0000252; HP:0011343	CAMTA1
D_270918	HP:0100512; HP:0000750; HP:0001508; HP:0011968; HP:0001263; HP:0011369; HP:0000938; HP:0001357; HP:0002205; HP:0001629	ANKRD11
D_533075	HP:0005879; HP:0001263; HP:0001252	NALCN
D_303706	HP:0000494; HP:0002714; HP:0001263; HP:0000540; HP:0000316; HP:0001249; HP:0009748; HP:0001833; HP:0007587; HP:0000447; HP:0001763; HP:0002297; HP:0000098; HP:0100874	EHMT1
D_303711	HP:0008872; HP:0002020; HP:0000431; HP:0002188; HP:0000252; HP:0000750; HP:0011342; HP:0000411; HP:0011470	DYRK1A
D_303721	HP:0000752; HP:0000289; HP:0000965; HP:0000527; HP:0000664	CASK
D_303723	HP:0000750; HP:0000252; HP:0000319; HP:0001328; HP:0001182; HP:0000219; HP:0030051	CAMTA1
D_303724	HP:0010967; HP:0002453; HP:0008619; HP:0012194; HP:0001263; HP:0001118	SLC22A5
D_303728	HP:0000750; HP:0001263; HP:0000685; HP:0001382; HP:0007010; HP:0011220; HP:0009088; HP:0000486; HP:0000735	BRAF
D_402032	HP:0001999; HP:0031843; HP:0001156; HP:0011342; HP:0000736; HP:0004322	ANKRD11
